Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR
,,D,,"Device Nr: #1, Diving-PAM ",,,,
28/05/13,12:43:10,F,1836,478,513,329,0.068,9.4
28/05/13,12:43:20,F,1837,481,505,431,0.048,8.7
28/05/13,12:43:30,F,1838,482,499,663,0.034,9.5
28/05/13,12:43:39,F,1839,479,484,946,0.01,4
28/05/13,12:43:49,F,1840,471,470,1370,-,-
28/05/13,12:43:49,SLCE,,Light Curve end ,,,,
28/05/13,12:46:43,SLCS,,Light Curve start ,,,,
28/05/13,12:46:43,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,12:46:43,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,12:46:44,FO,1841,154,674,0,0.772,0
28/05/13,12:46:54,F,1842,515,683,114,0.246,11.8
28/05/13,12:47:04,F,1843,571,671,168,0.149,10.5
28/05/13,12:47:13,F,1844,591,660,226,0.105,10
28/05/13,12:47:23,F,1845,606,652,329,0.071,9.8
28/05/13,12:47:33,F,1846,610,645,431,0.054,9.8
28/05/13,12:47:43,F,1847,614,630,663,0.025,7
28/05/13,12:47:53,F,1848,609,616,946,0.011,4.4
28/05/13,12:48:02,F,1849,596,602,1370,0.01,5.8
28/05/13,12:48:02,SLCE,,Light Curve end ,,,,
28/05/13,12:49:02,SLCS,,Light Curve start ,,,,
28/05/13,12:49:02,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,12:49:02,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,12:49:03,FO,1850,148,645,0,0.771,0
28/05/13,12:49:12,F,1851,478,654,114,0.269,12.9
28/05/13,12:49:22,F,1852,533,642,168,0.17,12
28/05/13,12:49:32,F,1853,556,631,226,0.119,11.3
28/05/13,12:49:41,F,1854,578,626,329,0.077,10.6
28/05/13,12:49:51,F,1855,598,631,431,0.052,9.4
28/05/13,12:50:01,F,1856,604,622,663,0.029,8.1
28/05/13,12:50:11,F,1857,602,609,946,0.011,4.4
28/05/13,12:50:21,F,1858,589,587,1370,-,-
28/05/13,12:50:21,SLCE,,Light Curve end ,,,,
28/05/13,12:52:38,SLCS,,Light Curve start ,,,,
28/05/13,12:52:38,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,12:52:38,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,12:52:39,FO,1859,156,742,0,0.79,0
28/05/13,12:52:48,F,1860,542,762,114,0.289,13.8
28/05/13,12:52:57,F,1861,602,742,168,0.189,13.3
28/05/13,12:53:07,F,1862,621,718,226,0.135,12.8
28/05/13,12:53:17,F,1863,636,695,329,0.085,11.7
28/05/13,12:53:27,F,1864,590,623,431,0.053,9.6
28/05/13,12:53:37,F,1865,573,591,663,0.03,8.4
28/05/13,12:53:46,F,1866,555,564,946,0.016,6.4
28/05/13,12:53:56,F,1867,532,534,1370,0.004,2.3
28/05/13,12:53:56,SLCE,,Light Curve end ,,,,
28/05/13,12:54:56,SLCS,,Light Curve start ,,,,
28/05/13,12:54:56,REG1,,"#1: alpha: 0.214, ETRm: 12.010, Ek: 56.043   ( beta: 0.016, ETRmPot: 15.684 ) ",,,,
28/05/13,12:54:56,REG2,,"#1: alpha: 0.704, ETRm: 9.300, Ek: 13.217 ",,,,
28/05/13,12:54:57,FO,1868,153,677,0,0.774,0
28/05/13,12:55:07,F,1869,520,683,114,0.239,11.4
28/05/13,12:55:17,F,1870,558,668,168,0.165,11.6
28/05/13,12:55:26,F,1871,577,657,226,0.122,11.6
28/05/13,12:55:36,F,1872,594,646,329,0.08,11.1
28/05/13,12:55:46,F,1873,601,637,431,0.057,10.3
28/05/13,12:55:56,F,1874,610,631,663,0.033,9.2
28/05/13,12:56:06,F,1875,611,619,946,0.013,5.2
28/05/13,12:56:15,F,1876,606,610,1370,0.007,4
28/05/13,12:56:15,SLCE,,Light Curve end ,,,,
28/05/13,12:58:01,SLCS,,Light Curve start ,,,,
28/05/13,12:58:01,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,12:58:01,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,12:58:02,FO,1877,138,647,0,0.787,0
28/05/13,12:58:11,F,1878,503,654,114,0.231,11.1
28/05/13,12:58:20,F,1879,557,645,168,0.136,9.6
28/05/13,12:58:30,F,1880,573,633,226,0.095,9
28/05/13,12:58:40,F,1881,586,621,329,0.056,7.7
28/05/13,12:58:50,F,1882,587,610,431,0.038,6.9
28/05/13,12:59:00,F,1883,583,597,663,0.023,6.4
28/05/13,12:59:09,F,1884,575,578,946,0.005,2
28/05/13,12:59:19,F,1885,557,557,1370,0,0
28/05/13,12:59:19,SLCE,,Light Curve end ,,,,
28/05/13,13:00:20,SLCS,,Light Curve start ,,,,
28/05/13,13:00:20,REG1,,#1: Error: Not enough measures for calculating the curve ,,,,
28/05/13,13:00:20,REG2,,#1: Error: Not enough measures for calculating the curve ,,,,
28/05/13,13:00:21,FO,1886,115,581,0,0.802,0
28/05/13,13:00:21,SLCE,,Light Curve end ,,,,
28/05/13,13:00:41,SLCS,,Light Curve start ,,,,
28/05/13,13:00:41,REG1,,#1: Error: Not enough measures for calculating the curve ,,,,
28/05/13,13:00:41,REG2,,#1: Error: Not enough measures for calculating the curve ,,,,
28/05/13,13:00:42,FO,1887,125,609,0,0.795,0
28/05/13,13:00:42,SLCE,,Light Curve end ,,,,
28/05/13,13:01:37,SLCS,,Light Curve start ,,,,
28/05/13,13:01:37,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:01:37,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:01:38,FO,1888,130,595,0,0.782,0
28/05/13,13:01:47,F,1889,469,613,114,0.235,11.3
28/05/13,13:01:57,F,1890,518,606,168,0.145,10.2
28/05/13,13:02:07,F,1891,538,597,226,0.099,9.4
28/05/13,13:02:17,F,1892,557,589,329,0.054,7.5
28/05/13,13:02:27,F,1893,561,583,431,0.038,6.9
28/05/13,13:02:36,F,1894,564,573,663,0.016,4.5
28/05/13,13:02:46,F,1895,558,559,946,0.002,0.8
28/05/13,13:02:56,F,1896,547,545,1370,-,-
28/05/13,13:02:56,SLCE,,Light Curve end ,,,,
28/05/13,13:04:56,SLCS,,Light Curve start ,,,,
28/05/13,13:04:56,REG1,,"#1: alpha: 0.087, ETRm: 6.924, Ek: 79.271   ( beta: 0.041, ETRmPot: 17.438 ) ",,,,
28/05/13,13:04:56,REG2,,"#1: alpha: 0.262, ETRm: 4.712, Ek: 18.016 ",,,,
28/05/13,13:04:57,FO,1897,133,653,0,0.796,0
28/05/13,13:05:06,F,1898,587,664,114,0.116,5.6
28/05/13,13:05:15,F,1899,582,644,168,0.096,6.8
28/05/13,13:05:25,F,1900,578,622,226,0.071,6.7
28/05/13,13:05:35,F,1901,574,605,329,0.051,7
28/05/13,13:05:45,F,1902,572,590,431,0.031,5.6
28/05/13,13:05:55,F,1903,571,577,663,0.01,2.8
28/05/13,13:06:04,F,1904,564,567,946,0.005,2
28/05/13,13:06:14,F,1905,554,555,1370,0.002,1.2
28/05/13,13:06:14,SLCE,,Light Curve end ,,,,
28/05/13,13:06:59,SLCS,,Light Curve start ,,,,
28/05/13,13:06:59,REG1,,#1: Error: Not enough measures for calculating the curve ,,,,
28/05/13,13:06:59,REG2,,#1: Error: Not enough measures for calculating the curve ,,,,
28/05/13,13:07:00,FO,1906,125,468,0,0.733,0
28/05/13,13:07:00,SLCE,,Light Curve end ,,,,
28/05/13,13:07:20,SLCS,,Light Curve start ,,,,
28/05/13,13:07:20,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:07:20,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:07:21,FO,1907,135,588,0,0.77,0
28/05/13,13:07:30,F,1908,438,593,114,0.261,12.5
28/05/13,13:07:39,F,1909,482,582,168,0.172,12.1
28/05/13,13:07:49,F,1910,498,566,226,0.12,11.4
28/05/13,13:07:59,F,1911,514,557,329,0.077,10.6
28/05/13,13:08:09,F,1912,519,548,431,0.053,9.6
28/05/13,13:08:19,F,1913,523,541,663,0.033,9.2
28/05/13,13:08:28,F,1914,519,526,946,0.013,5.2
28/05/13,13:08:38,F,1915,509,508,1370,-,-
28/05/13,13:08:38,SLCE,,Light Curve end ,,,,
28/05/13,13:09:57,SLCS,,Light Curve start ,,,,
28/05/13,13:09:57,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:09:57,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:09:58,FO,1916,166,613,0,0.729,0
28/05/13,13:10:07,F,1917,495,610,114,0.189,9
28/05/13,13:10:17,F,1918,532,599,168,0.112,7.9
28/05/13,13:10:27,F,1919,545,592,226,0.079,7.5
28/05/13,13:10:37,F,1920,553,581,329,0.048,6.6
28/05/13,13:10:47,F,1921,556,574,431,0.031,5.6
28/05/13,13:10:56,F,1922,555,563,663,0.014,3.9
28/05/13,13:11:06,F,1923,548,551,946,0.005,2
28/05/13,13:11:16,F,1924,535,534,1370,-,-
28/05/13,13:11:16,SLCE,,Light Curve end ,,,,
28/05/13,13:12:22,SLCS,,Light Curve start ,,,,
28/05/13,13:12:22,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:12:22,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:12:23,FO,1925,149,649,0,0.77,0
28/05/13,13:12:31,F,1926,519,639,114,0.188,9
28/05/13,13:12:41,F,1927,571,632,168,0.097,6.8
28/05/13,13:12:51,F,1928,570,612,226,0.069,6.5
28/05/13,13:13:01,F,1929,583,609,329,0.043,5.9
28/05/13,13:13:11,F,1930,582,596,431,0.023,4.2
28/05/13,13:13:20,F,1931,585,591,663,0.01,2.8
28/05/13,13:13:30,F,1932,571,572,946,0.002,0.8
28/05/13,13:13:40,F,1933,558,558,1370,0,0
28/05/13,13:13:40,SLCE,,Light Curve end ,,,,
28/05/13,13:27:56,F,1934,19,9,0,-,-
28/05/13,13:28:02,F,1935,7,5,0,-,-
28/05/13,13:28:08,F,1936,4,7,0,-,-
28/05/13,13:28:14,F,1937,5,4,0,-,-
28/05/13,13:28:20,F,1938,0,7,0,-,-
28/05/13,13:28:25,F,1939,6,6,0,-,-
28/05/13,13:28:31,F,1940,0,5,0,-,-
28/05/13,13:28:37,F,1941,5,5,0,-,-
28/05/13,13:28:43,F,1942,4,13,0,-,-
28/05/13,13:28:49,F,1943,0,6,0,-,-
28/05/13,13:28:55,F,1944,6,8,0,-,-
28/05/13,13:29:10,F,1945,14,13,0,-,-
28/05/13,13:47:20,SLCS,,Light Curve start ,,,,
28/05/13,13:47:20,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:47:20,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:47:21,FO,1946,137,703,0,0.805,0
28/05/13,13:47:30,F,1947,522,717,114,0.272,13
28/05/13,13:47:40,F,1948,586,705,168,0.169,11.9
28/05/13,13:47:50,F,1949,615,698,226,0.119,11.3
28/05/13,13:48:00,F,1950,636,685,329,0.072,9.9
28/05/13,13:48:09,F,1951,654,686,431,0.047,8.5
28/05/13,13:48:19,F,1952,655,669,663,0.021,5.8
28/05/13,13:48:29,F,1953,650,655,946,0.008,3.2
28/05/13,13:48:39,F,1954,640,643,1370,0.005,2.9
28/05/13,13:48:39,SLCE,,Light Curve end ,,,,
28/05/13,13:49:42,SLCS,,Light Curve start ,,,,
28/05/13,13:49:42,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:49:42,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:49:43,FO,1955,137,597,0,0.771,0
28/05/13,13:49:52,F,1956,431,612,114,0.296,14.2
28/05/13,13:50:01,F,1957,486,602,168,0.193,13.6
28/05/13,13:50:11,F,1958,509,588,226,0.134,12.7
28/05/13,13:50:21,F,1959,525,577,329,0.09,12.4
28/05/13,13:50:31,F,1960,528,562,431,0.06,10.9
28/05/13,13:50:41,F,1961,531,550,663,0.035,9.7
28/05/13,13:50:50,F,1962,528,534,946,0.011,4.4
28/05/13,13:53:38,SLCS,,Light Curve start ,,,,
28/05/13,13:53:38,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:53:38,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:53:39,FO,1964,129,609,0,0.788,0
28/05/13,13:53:48,F,1965,454,621,114,0.269,12.9
28/05/13,13:53:58,F,1966,501,610,168,0.179,12.6
28/05/13,13:54:08,F,1967,521,600,226,0.132,12.5
28/05/13,13:54:18,F,1968,543,590,329,0.08,11.1
28/05/13,13:54:28,F,1969,554,586,431,0.055,10
28/05/13,13:54:37,F,1970,559,574,663,0.026,7.2
28/05/13,13:54:47,F,1971,554,559,946,0.009,3.6
28/05/13,13:54:57,F,1972,538,539,1370,0.002,1.2
28/05/13,13:54:57,SLCE,,Light Curve end ,,,,
28/05/13,13:56:16,SLCS,,Light Curve start ,,,,
28/05/13,13:56:16,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:56:16,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:56:17,FO,1973,164,598,0,0.726,0
28/05/13,13:56:27,F,1974,435,598,114,0.273,13.1
28/05/13,13:56:37,F,1975,486,588,168,0.173,12.2
28/05/13,13:56:46,F,1976,503,581,226,0.134,12.7
28/05/13,13:56:56,F,1977,520,570,329,0.088,12.2
28/05/13,13:57:06,F,1978,525,562,431,0.066,11.9
28/05/13,13:57:16,F,1979,528,549,663,0.038,10.6
28/05/13,13:57:26,F,1980,531,541,946,0.018,7.2
28/05/13,13:57:35,F,1981,524,530,1370,0.011,6.3
28/05/13,13:57:35,SLCE,,Light Curve end ,,,,
28/05/13,13:59:15,SLCS,,Light Curve start ,,,,
28/05/13,13:59:15,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:59:15,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,13:59:16,FO,1982,162,803,0,0.798,0
28/05/13,13:59:25,F,1983,656,811,114,0.191,9.1
28/05/13,13:59:35,F,1984,701,800,168,0.124,8.7
28/05/13,13:59:44,F,1985,703,774,226,0.092,8.7
28/05/13,13:59:54,F,1986,718,761,329,0.057,7.9
28/05/13,14:00:04,F,1987,720,746,431,0.035,6.3
28/05/13,14:00:14,F,1988,720,732,663,0.016,4.5
28/05/13,14:00:24,F,1989,709,716,946,0.01,4
28/05/13,14:00:33,F,1990,693,693,1370,0,0
28/05/13,14:00:33,SLCE,,Light Curve end ,,,,
28/05/13,14:01:32,SLCS,,Light Curve start ,,,,
28/05/13,14:01:32,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:01:32,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:01:33,FO,1991,175,609,0,0.713,0
28/05/13,14:01:42,F,1992,485,604,114,0.197,9.4
28/05/13,14:01:52,F,1993,477,537,168,0.112,7.9
28/05/13,14:02:02,F,1994,447,547,226,0.183,17.4
28/05/13,14:02:11,F,1995,491,504,329,0.026,3.6
28/05/13,14:02:21,F,1996,530,553,431,0.042,7.6
28/05/13,14:02:31,F,1997,532,540,663,0.015,4.2
28/05/13,14:02:41,F,1998,527,530,946,0.006,2.4
28/05/13,14:02:51,F,1999,206,231,1370,0.108,62.1
28/05/13,14:02:51,SLCE,,Light Curve end ,,,,
28/05/13,14:04:22,SLCS,,Light Curve start ,,,,
28/05/13,14:04:22,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:04:22,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:04:23,FO,2000,133,514,0,0.741,0
28/05/13,14:04:31,F,2001,370,530,114,0.302,14.5
28/05/13,14:04:41,F,2002,424,518,168,0.181,12.8
28/05/13,14:04:51,F,2003,451,514,226,0.123,11.7
28/05/13,14:05:01,F,2004,469,500,329,0.062,8.6
28/05/13,14:05:11,F,2005,468,491,431,0.047,8.5
28/05/13,14:05:20,F,2006,470,482,663,0.025,7
28/05/13,14:05:30,F,2007,461,465,946,0.009,3.6
28/05/13,14:05:40,F,2008,448,448,1370,0,0
28/05/13,14:05:40,SLCE,,Light Curve end ,,,,
28/05/13,14:06:13,SLCS,,Light Curve start ,,,,
28/05/13,14:06:13,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:06:13,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:06:14,FO,2009,136,706,0,0.807,0
28/05/13,14:06:23,F,2010,493,716,114,0.311,14.9
28/05/13,14:06:32,F,2011,570,704,168,0.19,13.4
28/05/13,14:06:42,F,2012,600,694,226,0.135,12.8
28/05/13,14:06:52,F,2013,624,683,329,0.086,11.9
28/05/13,14:07:02,F,2014,632,672,431,0.06,10.9
28/05/13,14:07:12,F,2015,637,658,663,0.032,8.9
28/05/13,14:07:21,F,2016,633,643,946,0.016,6.4
28/05/13,14:07:31,F,2017,620,626,1370,0.01,5.8
28/05/13,14:07:31,SLCE,,Light Curve end ,,,,
28/05/13,14:08:58,SLCS,,Light Curve start ,,,,
28/05/13,14:08:58,REG1,,#1: Error: Not enough measures for calculating the curve ,,,,
28/05/13,14:08:58,REG2,,#1: Error: Not enough measures for calculating the curve ,,,,
28/05/13,14:08:59,FO,2018,124,665,0,0.814,0
28/05/13,14:08:59,SLCE,,Light Curve end ,,,,
28/05/13,14:09:21,SLCS,,Light Curve start ,,,,
28/05/13,14:09:21,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:09:21,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:09:22,FO,2019,135,651,0,0.793,0
28/05/13,14:09:31,F,2020,489,674,114,0.274,13.1
28/05/13,14:09:41,F,2021,554,666,168,0.168,11.9
28/05/13,14:09:51,F,2022,583,659,226,0.115,10.9
28/05/13,14:10:01,F,2023,608,649,329,0.063,8.7
28/05/13,14:10:10,F,2024,616,644,431,0.043,7.8
28/05/13,14:10:20,F,2025,619,632,663,0.021,5.8
28/05/13,14:10:30,F,2026,612,618,946,0.01,4
28/05/13,14:10:40,F,2027,599,598,1370,-,-
28/05/13,14:10:40,SLCE,,Light Curve end ,,,,
28/05/13,14:11:32,SLCS,,Light Curve start ,,,,
28/05/13,14:11:32,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:11:32,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:11:33,FO,2028,161,683,0,0.764,0
28/05/13,14:11:42,F,2029,495,675,114,0.267,12.8
28/05/13,14:11:52,F,2030,540,653,168,0.173,12.2
28/05/13,14:12:02,F,2031,552,631,226,0.125,11.9
28/05/13,14:12:11,F,2032,565,617,329,0.084,11.6
28/05/13,14:12:21,F,2033,568,601,431,0.055,10
28/05/13,14:12:31,F,2034,568,584,663,0.027,7.5
28/05/13,14:12:41,F,2035,559,567,946,0.014,5.6
28/05/13,14:12:51,F,2036,543,546,1370,0.005,2.9
28/05/13,14:12:51,SLCE,,Light Curve end ,,,,
28/05/13,14:14:10,SLCS,,Light Curve start ,,,,
28/05/13,14:14:10,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:14:10,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:14:11,FO,2037,138,664,0,0.792,0
28/05/13,14:14:20,F,2038,495,671,114,0.262,12.5
28/05/13,14:14:29,F,2039,556,664,168,0.163,11.5
28/05/13,14:14:39,F,2040,576,650,226,0.114,10.8
28/05/13,14:14:49,F,2041,590,639,329,0.077,10.6
28/05/13,14:14:59,F,2042,595,628,431,0.053,9.6
28/05/13,14:15:09,F,2043,599,617,663,0.029,8.1
28/05/13,14:15:18,F,2044,593,602,946,0.015,6
28/05/13,14:15:28,F,2045,582,585,1370,0.005,2.9
28/05/13,14:15:28,SLCE,,Light Curve end ,,,,
28/05/13,14:16:12,SLCS,,Light Curve start ,,,,
28/05/13,14:16:12,REG1,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:16:12,REG2,,#1: Error: First 3 ETR-Values are not increasing ,,,,
28/05/13,14:16:13,FO,2046,158,653,0,0.758,0
28/05/13,14:16:22,F,2047,460,651,114,0.293,14
28/05/13,14:16:32,F,2048,529,644,168,0.179,12.6
28/05/13,14:16:42,F,2049,555,633,226,0.123,11.7
28/05/13,14:16:52,F,2050,573,626,329,0.085,11.7
28/05/13,14:17:02,F,2051,579,615,431,0.059,10.7
28/05/13,14:17:11,F,2052,586,604,663,0.03,8.4
28/05/13,14:17:21,F,2053,583,595,946,0.02,7.9
28/05/13,14:17:31,F,2054,574,578,1370,0.007,4
28/05/13,14:17:31,SLCE,,Light Curve end ,,,,
15/04/10,15:45:18,F,1963,513,514,1370,0.002,1.2
15/04/10,15:45:18,SLCE,,Light Curve end ,,,,
