"2014-06-05";"14:15:53";"WinControl (rev 714) report file"
"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)"
"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2014-06-01";"13:05:46";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:05:47";"FO";"2557";"514";"2100";"0";"0.755";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:05:57";"F";"2558";"935";"2129";"8";"0.561";"1.9";"0.740";"- 0.017";"0.408";"- 0.014";"0.445";"- 0.006"
"2014-06-01";"13:06:07";"F";"2559";"1481";"2062";"14";"0.282";"1.7";"0.375";"0.023";"0.130";"0.018";"0.705";"0.013"
"2014-06-01";"13:06:17";"F";"2560";"1677";"1985";"19";"0.155";"1.2";"0.208";"0.068";"0.063";"0.058";"0.799";"0.046"
"2014-06-01";"13:06:27";"F";"2561";"1740";"1913";"29";"0.090";"1.1";"0.123";"0.110";"0.035";"0.098";"0.829";"0.081"
"2014-06-01";"13:06:36";"F";"2562";"1731";"1822";"39";"0.050";"0.8";"0.069";"0.163";"0.020";"0.153";"0.824";"0.126"
"2014-06-01";"13:06:46";"F";"2563";"1688";"1723";"57";"0.020";"0.5";"0.028";"0.221";"0.008";"0.219";"0.804";"0.176"
"2014-06-01";"13:06:56";"F";"2564";"1598";"1607";"77";"0.006";"0.2";"0.008";"0.288";"0.002";"0.307";"0.761";"0.233"
"2014-06-01";"13:07:06";"F";"2565";"1500";"1495";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:07:06";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:09:34";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:09:34";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:09:34";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:09:35";"FO";"2566";"481";"2261";"0";"0.787";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:09:44";"F";"2567";"1488";"2325";"8";"0.360";"1.2";"0.455";"- 0.034";"0.148";"- 0.028";"0.658";"- 0.018"
"2014-06-01";"13:09:53";"F";"2568";"1930";"2288";"14";"0.156";"0.9";"0.198";"- 0.015";"0.049";"- 0.012";"0.854";"- 0.010"
"2014-06-01";"13:10:03";"F";"2569";"2092";"2267";"19";"0.077";"0.6";"0.098";"- 0.003";"0.023";"- 0.003";"0.925";"- 0.002"
"2014-06-01";"13:10:13";"F";"2570";"2137";"2233";"29";"0.043";"0.5";"0.055";"0.015";"0.012";"0.013";"0.945";"0.012"
"2014-06-01";"13:10:23";"F";"2571";"2135";"2189";"39";"0.025";"0.4";"0.032";"0.039";"0.007";"0.033";"0.944";"0.031"
"2014-06-01";"13:10:33";"F";"2572";"2122";"2142";"57";"0.009";"0.2";"0.012";"0.063";"0.003";"0.056";"0.939";"0.052"
"2014-06-01";"13:10:43";"F";"2573";"2080";"2086";"77";"0.003";"0.1";"0.004";"0.094";"0.001";"0.084";"0.920";"0.077"
"2014-06-01";"13:10:53";"F";"2574";"2018";"2014";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:10:53";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:12:50";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:12:50";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:12:50";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:12:51";"FO";"2575";"544";"1821";"0";"0.701";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:13:00";"F";"2576";"889";"1767";"8";"0.497";"1.7";"0.715";"0.038";"0.434";"0.031";"0.488";"0.015"
"2014-06-01";"13:13:10";"F";"2577";"1258";"1696";"14";"0.258";"1.5";"0.376";"0.088";"0.159";"0.074";"0.691";"0.051"
"2014-06-01";"13:13:20";"F";"2578";"1395";"1630";"19";"0.144";"1.1";"0.213";"0.135";"0.080";"0.117";"0.766";"0.090"
"2014-06-01";"13:13:30";"F";"2579";"1420";"1556";"29";"0.087";"1.1";"0.131";"0.187";"0.048";"0.170";"0.780";"0.133"
"2014-06-01";"13:13:40";"F";"2580";"1409";"1498";"39";"0.059";"1.0";"0.090";"0.227";"0.033";"0.216";"0.774";"0.167"
"2014-06-01";"13:13:49";"F";"2581";"1377";"1425";"57";"0.034";"0.8";"0.052";"0.277";"0.019";"0.278";"0.756";"0.210"
"2014-06-01";"13:13:59";"F";"2582";"1317";"1343";"77";"0.019";"0.6";"0.031";"0.334";"0.012";"0.356";"0.723";"0.258"
"2014-06-01";"13:14:09";"F";"2583";"1241";"1250";"113";"0.007";"0.3";"0.012";"0.396";"0.005";"0.457";"0.681";"0.312"
"2014-06-01";"13:14:09";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:15:04";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:15:04";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:15:04";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:15:05";"FO";"2584";"330";"1571";"0";"0.790";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:15:14";"F";"2585";"863";"1582";"8";"0.454";"1.5";"0.574";"- 0.009";"0.219";"- 0.007";"0.549";"- 0.003"
"2014-06-01";"13:15:24";"F";"2586";"1211";"1554";"14";"0.221";"1.3";"0.280";"0.013";"0.076";"0.011";"0.771";"0.008"
"2014-06-01";"13:15:34";"F";"2587";"1318";"1511";"19";"0.128";"1.0";"0.163";"0.046";"0.040";"0.040";"0.839";"0.033"
"2014-06-01";"13:15:44";"F";"2588";"1365";"1482";"29";"0.079";"1.0";"0.101";"0.068";"0.024";"0.060";"0.869";"0.052"
"2014-06-01";"13:15:54";"F";"2589";"1384";"1458";"39";"0.051";"0.8";"0.065";"0.087";"0.015";"0.078";"0.881";"0.068"
"2014-06-01";"13:16:04";"F";"2590";"1392";"1430";"57";"0.027";"0.6";"0.034";"0.108";"0.008";"0.099";"0.886";"0.087"
"2014-06-01";"13:16:14";"F";"2591";"1375";"1396";"77";"0.015";"0.5";"0.020";"0.135";"0.005";"0.125";"0.875";"0.110"
"2014-06-01";"13:16:23";"F";"2592";"1354";"1356";"113";"0.001";"0.0";"0.002";"0.164";"0.000";"0.159";"0.862";"0.137"
"2014-06-01";"13:16:23";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:17:16";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:17:16";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:17:16";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:17:17";"FO";"2593";"429";"1735";"0";"0.753";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:17:26";"F";"2594";"1034";"1744";"8";"0.407";"1.4";"0.540";"- 0.006";"0.225";"- 0.005";"0.596";"- 0.003"
"2014-06-01";"13:17:36";"F";"2595";"1375";"1709";"14";"0.195";"1.1";"0.261";"0.018";"0.081";"0.015";"0.793";"0.012"
"2014-06-01";"13:17:46";"F";"2596";"1502";"1677";"19";"0.104";"0.8";"0.140";"0.041";"0.040";"0.035";"0.866";"0.030"
"2014-06-01";"13:17:55";"F";"2597";"1549";"1632";"29";"0.051";"0.6";"0.069";"0.074";"0.019";"0.063";"0.893";"0.056"
"2014-06-01";"13:18:05";"F";"2598";"1551";"1597";"39";"0.029";"0.5";"0.039";"0.099";"0.011";"0.086";"0.894";"0.077"
"2014-06-01";"13:18:15";"F";"2599";"1549";"1562";"57";"0.008";"0.2";"0.011";"0.124";"0.003";"0.111";"0.893";"0.099"
"2014-06-01";"13:18:25";"F";"2600";"1523";"1523";"77";"0.000";"0.0";"0.000";"0.152";"0.000";"0.139";"0.878";"0.122"
"2014-06-01";"13:18:35";"F";"2601";"1484";"1479";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:18:35";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:19:30";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:19:30";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:19:30";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:19:31";"FO";"2602";"467";"2029";"0";"0.770";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:19:40";"F";"2603";"1211";"2043";"8";"0.407";"1.4";"0.528";"- 0.008";"0.204";"- 0.007";"0.597";"- 0.004"
"2014-06-01";"13:19:50";"F";"2604";"1619";"2003";"14";"0.192";"1.1";"0.250";"0.016";"0.072";"0.013";"0.798";"0.010"
"2014-06-01";"13:20:00";"F";"2605";"1756";"1970";"19";"0.109";"0.9";"0.142";"0.036";"0.038";"0.030";"0.865";"0.026"
"2014-06-01";"13:20:10";"F";"2606";"1811";"1940";"29";"0.066";"0.8";"0.087";"0.054";"0.022";"0.046";"0.893";"0.041"
"2014-06-01";"13:20:20";"F";"2607";"1821";"1896";"39";"0.040";"0.7";"0.052";"0.081";"0.013";"0.070";"0.897";"0.063"
"2014-06-01";"13:20:29";"F";"2608";"1826";"1863";"57";"0.020";"0.5";"0.026";"0.101";"0.007";"0.089";"0.900";"0.080"
"2014-06-01";"13:20:39";"F";"2609";"1811";"1823";"77";"0.007";"0.2";"0.009";"0.124";"0.002";"0.113";"0.893";"0.100"
"2014-06-01";"13:20:49";"F";"2610";"1779";"1777";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:20:49";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:21:49";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:21:49";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:21:49";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:21:50";"FO";"2611";"453";"1730";"0";"0.738";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:21:59";"F";"2612";"984";"1759";"8";"0.441";"1.5";"0.594";"- 0.021";"0.275";"- 0.016";"0.569";"- 0.010"
"2014-06-01";"13:22:09";"F";"2613";"1363";"1722";"14";"0.208";"1.2";"0.283";"0.005";"0.094";"0.005";"0.788";"0.004"
"2014-06-01";"13:22:19";"F";"2614";"1482";"1682";"19";"0.119";"0.9";"0.162";"0.035";"0.049";"0.029";"0.857";"0.024"
"2014-06-01";"13:22:29";"F";"2615";"1530";"1643";"29";"0.069";"0.8";"0.094";"0.063";"0.027";"0.053";"0.884";"0.047"
"2014-06-01";"13:22:39";"F";"2616";"1547";"1608";"39";"0.038";"0.6";"0.052";"0.088";"0.015";"0.076";"0.894";"0.068"
"2014-06-01";"13:22:49";"F";"2617";"1548";"1572";"57";"0.015";"0.4";"0.021";"0.114";"0.006";"0.101";"0.895";"0.090"
"2014-06-01";"13:22:59";"F";"2618";"1513";"1517";"77";"0.003";"0.1";"0.004";"0.154";"0.001";"0.140";"0.875";"0.122"
"2014-06-01";"13:23:08";"F";"2619";"1453";"1448";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:23:08";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:24:10";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:24:10";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:24:10";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:24:11";"FO";"2620";"444";"2029";"0";"0.781";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:24:21";"F";"2621";"1262";"2062";"8";"0.388";"1.3";"0.495";"- 0.020";"0.175";"- 0.016";"0.622";"- 0.010"
"2014-06-01";"13:24:30";"F";"2622";"1690";"2033";"14";"0.169";"1.0";"0.216";"- 0.003";"0.057";"- 0.002";"0.833";"- 0.002"
"2014-06-01";"13:24:40";"F";"2623";"1820";"1993";"19";"0.087";"0.7";"0.112";"0.021";"0.027";"0.018";"0.897";"0.016"
"2014-06-01";"13:24:50";"F";"2624";"1868";"1963";"29";"0.048";"0.6";"0.062";"0.040";"0.015";"0.034";"0.921";"0.031"
"2014-06-01";"13:25:00";"F";"2625";"1877";"1934";"39";"0.029";"0.5";"0.038";"0.057";"0.009";"0.049";"0.925";"0.046"
"2014-06-01";"13:25:10";"F";"2626";"1883";"1905";"57";"0.012";"0.3";"0.015";"0.074";"0.003";"0.065";"0.928";"0.060"
"2014-06-01";"13:25:20";"F";"2627";"1861";"1870";"77";"0.005";"0.2";"0.006";"0.095";"0.001";"0.085";"0.917";"0.078"
"2014-06-01";"13:25:30";"F";"2628";"1837";"1836";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:25:30";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:26:32";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:26:32";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:26:32";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:26:33";"FO";"2629";"445";"2168";"0";"0.795";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:26:43";"F";"2630";"1129";"2185";"8";"0.483";"1.6";"0.607";"- 0.009";"0.240";"- 0.008";"0.521";"- 0.004"
"2014-06-01";"13:26:53";"F";"2631";"1580";"2144";"14";"0.263";"1.5";"0.332";"0.013";"0.093";"0.011";"0.729";"0.008"
"2014-06-01";"13:27:02";"F";"2632";"1757";"2102";"19";"0.164";"1.3";"0.208";"0.037";"0.052";"0.031";"0.810";"0.026"
"2014-06-01";"13:27:12";"F";"2633";"1860";"2075";"29";"0.104";"1.3";"0.132";"0.052";"0.031";"0.045";"0.858";"0.038"
"2014-06-01";"13:27:22";"F";"2634";"1910";"2048";"39";"0.067";"1.1";"0.086";"0.067";"0.020";"0.059";"0.881";"0.052"
"2014-06-01";"13:27:32";"F";"2635";"1938";"2003";"57";"0.032";"0.8";"0.042";"0.092";"0.009";"0.082";"0.894";"0.074"
"2014-06-01";"13:27:42";"F";"2636";"1930";"1960";"77";"0.015";"0.5";"0.020";"0.115";"0.005";"0.106";"0.890";"0.095"
"2014-06-01";"13:27:52";"F";"2637";"1893";"1899";"113";"0.003";"0.1";"0.004";"0.149";"0.001";"0.142";"0.873";"0.124"
"2014-06-01";"13:27:52";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:28:49";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:28:49";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:28:49";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:28:50";"FO";"2638";"517";"1891";"0";"0.727";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:29:00";"F";"2639";"1113";"1820";"8";"0.388";"1.3";"0.541";"0.048";"0.249";"0.039";"0.589";"0.023"
"2014-06-01";"13:29:10";"F";"2640";"1425";"1734";"14";"0.178";"1.0";"0.251";"0.106";"0.089";"0.091";"0.754";"0.068"
"2014-06-01";"13:29:20";"F";"2641";"1493";"1657";"19";"0.099";"0.8";"0.142";"0.156";"0.047";"0.141";"0.790";"0.111"
"2014-06-01";"13:29:30";"F";"2642";"1489";"1580";"29";"0.058";"0.7";"0.084";"0.207";"0.028";"0.197";"0.787";"0.155"
"2014-06-01";"13:29:39";"F";"2643";"1453";"1509";"39";"0.037";"0.6";"0.055";"0.254";"0.018";"0.253";"0.768";"0.195"
"2014-06-01";"13:29:49";"F";"2644";"1406";"1429";"57";"0.016";"0.4";"0.024";"0.306";"0.008";"0.323";"0.744";"0.240"
"2014-06-01";"13:29:59";"F";"2645";"1340";"1348";"77";"0.006";"0.2";"0.009";"0.358";"0.003";"0.403";"0.709";"0.285"
"2014-06-01";"13:30:09";"F";"2646";"1263";"1259";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:30:09";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:31:01";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:31:01";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:31:01";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:31:02";"FO";"2647";"588";"1998";"0";"0.706";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:31:11";"F";"2648";"1219";"1984";"8";"0.386";"1.3";"0.548";"0.009";"0.264";"0.007";"0.610";"0.004"
"2014-06-01";"13:31:21";"F";"2649";"1575";"1896";"14";"0.169";"1.0";"0.244";"0.066";"0.090";"0.054";"0.788";"0.043"
"2014-06-01";"13:31:31";"F";"2650";"1655";"1818";"19";"0.090";"0.7";"0.131";"0.116";"0.045";"0.099";"0.828";"0.082"
"2014-06-01";"13:31:41";"F";"2651";"1659";"1742";"29";"0.048";"0.6";"0.070";"0.165";"0.024";"0.147";"0.830";"0.122"
"2014-06-01";"13:31:51";"F";"2652";"1627";"1673";"39";"0.027";"0.4";"0.041";"0.208";"0.014";"0.194";"0.814";"0.159"
"2014-06-01";"13:32:01";"F";"2653";"1585";"1596";"57";"0.007";"0.2";"0.010";"0.256";"0.003";"0.252";"0.793";"0.200"
"2014-06-01";"13:32:11";"F";"2654";"1520";"1520";"77";"0.000";"0.0";"0.000";"0.304";"0.000";"0.314";"0.761";"0.239"
"2014-06-01";"13:32:21";"F";"2655";"1443";"1438";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:32:21";"SLCE";"";"Light Curve end ";""
"2014-06-01";"13:34:01";"SLCS";"";"Light Curve start ";""
"2014-06-01";"13:34:01";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:34:01";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-01";"13:34:02";"FO";"2656";"453";"2201";"0";"0.794";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:34:11";"F";"2657";"1417";"2270";"8";"0.376";"1.3";"0.470";"- 0.038";"0.151";"- 0.030";"0.644";"- 0.020"
"2014-06-01";"13:34:20";"F";"2658";"1899";"2244";"14";"0.154";"0.9";"0.193";"- 0.023";"0.046";"- 0.019";"0.863";"- 0.017"
"2014-06-01";"13:34:30";"F";"2659";"2048";"2225";"19";"0.080";"0.6";"0.100";"- 0.013";"0.022";"- 0.011";"0.930";"- 0.010"
"2014-06-01";"13:34:40";"F";"2660";"2100";"2196";"29";"0.044";"0.5";"0.055";"0.003";"0.012";"0.002";"0.954";"0.002"
"2014-06-01";"13:34:50";"F";"2661";"2109";"2167";"39";"0.027";"0.4";"0.034";"0.019";"0.007";"0.016";"0.958";"0.015"
"2014-06-01";"13:35:00";"F";"2662";"2109";"2130";"57";"0.010";"0.2";"0.013";"0.039";"0.003";"0.033";"0.958";"0.032"
"2014-06-01";"13:35:10";"F";"2663";"2080";"2088";"77";"0.004";"0.1";"0.005";"0.062";"0.001";"0.054";"0.945";"0.051"
"2014-06-01";"13:35:20";"F";"2664";"2033";"2028";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-01";"13:35:20";"SLCE";"";"Light Curve end ";""
"2014-06-02";"11:33:48";"C";"";"MI=5;SI=8;SW=0.8;AI=4;AW=0:50;AF=1.00;G=6;D=1;EF=0.84;FO=22;CW=0:30;CI=1;LW=0:10;LI=2;ID=0:50;IW=0:10;DO0.0;DG1.00;LO=0;LG=0.80 ";""
"2014-06-02";"11:33:48";"SLCS";"";"Light Curve start ";""
"2014-06-02";"11:33:48";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:33:48";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:33:49";"FO";"2666";"596";"2021";"0";"0.705";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:33:58";"F";"2667";"1080";"2052";"8";"0.474";"1.6";"0.669";"- 0.020";"0.371";"- 0.015";"0.534";"- 0.008"
"2014-06-02";"11:34:08";"F";"2668";"1603";"2034";"14";"0.212";"1.2";"0.300";"- 0.008";"0.112";"- 0.006";"0.793";"- 0.005"
"2014-06-02";"11:34:18";"F";"2669";"1775";"1972";"19";"0.100";"0.8";"0.143";"0.032";"0.048";"0.025";"0.878";"0.022"
"2014-06-02";"11:34:28";"F";"2670";"1817";"1901";"29";"0.044";"0.5";"0.064";"0.076";"0.021";"0.063";"0.899";"0.057"
"2014-06-02";"11:34:38";"F";"2671";"1787";"1816";"39";"0.016";"0.3";"0.023";"0.131";"0.007";"0.113";"0.884";"0.100"
"2014-06-02";"11:34:48";"F";"2672";"1710";"1706";"57";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:34:58";"F";"2673";"1586";"1578";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:35:08";"F";"2674";"1437";"1429";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:35:08";"SLCE";"";"Light Curve end ";""
"2014-06-02";"11:36:52";"SLCS";"";"Light Curve start ";""
"2014-06-02";"11:36:52";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:36:52";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:36:53";"FO";"2675";"581";"2181";"0";"0.734";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:37:03";"F";"2676";"1046";"2160";"8";"0.516";"1.7";"0.705";"0.012";"0.390";"0.010";"0.480";"0.004"
"2014-06-02";"11:37:13";"F";"2677";"1594";"2104";"14";"0.242";"1.4";"0.334";"0.044";"0.120";"0.037";"0.731";"0.027"
"2014-06-02";"11:37:23";"F";"2678";"1779";"2050";"19";"0.132";"1.1";"0.183";"0.076";"0.059";"0.064";"0.816";"0.052"
"2014-06-02";"11:37:33";"F";"2679";"1850";"1997";"29";"0.074";"0.9";"0.103";"0.106";"0.032";"0.092";"0.848";"0.078"
"2014-06-02";"11:37:43";"F";"2680";"1855";"1939";"39";"0.043";"0.7";"0.061";"0.139";"0.018";"0.125";"0.851";"0.106"
"2014-06-02";"11:37:53";"F";"2681";"1843";"1880";"57";"0.020";"0.5";"0.028";"0.173";"0.008";"0.160";"0.845";"0.135"
"2014-06-02";"11:38:03";"F";"2682";"1803";"1817";"77";"0.008";"0.3";"0.011";"0.209";"0.003";"0.200";"0.827";"0.165"
"2014-06-02";"11:38:12";"F";"2683";"1744";"1743";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:38:12";"SLCE";"";"Light Curve end ";""
"2014-06-02";"11:39:23";"SLCS";"";"Light Curve start ";""
"2014-06-02";"11:39:23";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:39:23";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:39:24";"FO";"2684";"422";"1716";"0";"0.754";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:39:34";"F";"2685";"928";"1732";"8";"0.464";"1.6";"0.614";"- 0.012";"0.280";"- 0.009";"0.541";"- 0.005"
"2014-06-02";"11:39:44";"F";"2686";"1395";"1720";"14";"0.189";"1.1";"0.250";"- 0.003";"0.076";"- 0.002";"0.813";"- 0.002"
"2014-06-02";"11:39:54";"F";"2687";"1533";"1674";"19";"0.084";"0.7";"0.112";"0.030";"0.031";"0.025";"0.893";"0.023"
"2014-06-02";"11:40:04";"F";"2688";"1565";"1620";"29";"0.034";"0.4";"0.046";"0.070";"0.012";"0.059";"0.912";"0.054"
"2014-06-02";"11:40:14";"F";"2689";"1544";"1559";"39";"0.010";"0.2";"0.013";"0.114";"0.003";"0.101";"0.900";"0.090"
"2014-06-02";"11:40:24";"F";"2690";"1487";"1483";"57";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:40:33";"F";"2691";"1399";"1393";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:40:43";"F";"2692";"1293";"1290";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:40:43";"SLCE";"";"Light Curve end ";""
"2014-06-02";"11:42:15";"SLCS";"";"Light Curve start ";""
"2014-06-02";"11:42:15";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:42:15";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:42:16";"FO";"2693";"412";"1691";"0";"0.756";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:42:26";"F";"2694";"1035";"1692";"8";"0.388";"1.3";"0.513";"- 0.001";"0.204";"- 0.001";"0.612";"0.000"
"2014-06-02";"11:42:35";"F";"2695";"1350";"1664";"14";"0.189";"1.1";"0.250";"0.020";"0.076";"0.016";"0.798";"0.013"
"2014-06-02";"11:42:45";"F";"2696";"1464";"1628";"19";"0.101";"0.8";"0.134";"0.046";"0.037";"0.039";"0.866";"0.033"
"2014-06-02";"11:42:55";"F";"2697";"1505";"1587";"29";"0.052";"0.6";"0.069";"0.077";"0.019";"0.066";"0.890";"0.058"
"2014-06-02";"11:43:05";"F";"2698";"1494";"1531";"39";"0.024";"0.4";"0.033";"0.117";"0.009";"0.105";"0.884";"0.092"
"2014-06-02";"11:43:15";"F";"2699";"1462";"1466";"57";"0.003";"0.1";"0.004";"0.164";"0.001";"0.153";"0.865";"0.132"
"2014-06-02";"11:43:25";"F";"2700";"1408";"1407";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:43:35";"F";"2701";"1341";"1339";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:43:35";"SLCE";"";"Light Curve end ";""
"2014-06-02";"11:44:51";"SLCS";"";"Light Curve start ";""
"2014-06-02";"11:44:51";"REG1";"";"#1: alpha: 0.976, ETRm: 1.715, Ek: 1.757   ( beta: 0.024, ETRmPot: 1.930 ) ";""
"2014-06-02";"11:44:51";"REG2";"";"#1: alpha: 1.050, ETRm: 1.187, Ek: 1.131 ";""
"2014-06-02";"11:44:52";"FO";"2702";"320";"903";"0";"0.646";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:45:02";"F";"2703";"427";"884";"8";"0.517";"1.7";"0.807";"0.029";"0.601";"0.021";"0.473";"0.010"
"2014-06-02";"11:45:12";"F";"2704";"608";"866";"14";"0.298";"1.8";"0.468";"0.055";"0.242";"0.043";"0.673";"0.029"
"2014-06-02";"11:45:22";"F";"2705";"701";"845";"19";"0.170";"1.4";"0.270";"0.086";"0.120";"0.069";"0.776";"0.054"
"2014-06-02";"11:45:32";"F";"2706";"737";"823";"29";"0.104";"1.3";"0.167";"0.118";"0.070";"0.097";"0.816";"0.080"
"2014-06-02";"11:45:42";"F";"2707";"743";"798";"39";"0.069";"1.1";"0.112";"0.156";"0.046";"0.132";"0.823";"0.108"
"2014-06-02";"11:45:52";"F";"2708";"738";"767";"57";"0.038";"0.9";"0.062";"0.201";"0.025";"0.177";"0.817";"0.145"
"2014-06-02";"11:46:01";"F";"2709";"722";"740";"77";"0.024";"0.8";"0.041";"0.240";"0.017";"0.220";"0.800";"0.176"
"2014-06-02";"11:46:11";"F";"2710";"699";"707";"113";"0.011";"0.5";"0.019";"0.286";"0.008";"0.277";"0.774";"0.215"
"2014-06-02";"11:46:11";"SLCE";"";"Light Curve end ";""
