"2014-06-05";"14:15:53";"WinControl (rev 714) report file"
"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)"
"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2014-06-03";"12:45:23";"F";"3190";"776";"822";"14";"0.056";"0.3";"0.119";"0.234";"0.067";"0.192";"0.792";"0.152"
"2014-06-03";"12:45:33";"F";"3191";"759";"780";"19";"0.027";"0.2";"0.059";"0.291";"0.033";"0.256";"0.774";"0.199"
"2014-06-03";"12:45:43";"F";"3192";"743";"753";"29";"0.013";"0.2";"0.029";"0.329";"0.016";"0.301";"0.758";"0.229"
"2014-06-03";"12:45:53";"F";"3193";"730";"735";"39";"0.007";"0.1";"0.015";"0.354";"0.008";"0.333";"0.745";"0.248"
"2014-06-03";"12:46:03";"F";"3194";"723";"727";"57";"0.006";"0.1";"0.012";"0.364";"0.007";"0.348";"0.738";"0.256"
"2014-06-03";"12:46:13";"F";"3195";"717";"717";"77";"0.000";"0.0";"0.000";"0.378";"0.000";"0.367";"0.732";"0.268"
"2014-06-03";"12:46:22";"F";"3196";"707";"707";"113";"0.000";"0.0";"0.000";"0.392";"0.000";"0.386";"0.721";"0.279"
"2014-06-03";"12:46:22";"SLCE";"";"Light Curve end ";""
"2014-06-03";"12:47:28";"SLCS";"";"Light Curve start ";""
"2014-06-03";"12:47:28";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:47:28";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:47:29";"FO";"3197";"368";"1574";"0";"0.766";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:47:39";"F";"3198";"1156";"1545";"8";"0.252";"0.8";"0.330";"0.022";"0.104";"0.019";"0.734";"0.014"
"2014-06-03";"12:47:48";"F";"3199";"1373";"1524";"14";"0.099";"0.6";"0.130";"0.039";"0.035";"0.033";"0.872";"0.029"
"2014-06-03";"12:47:58";"F";"3200";"1422";"1487";"19";"0.044";"0.4";"0.058";"0.068";"0.015";"0.059";"0.903";"0.053"
"2014-06-03";"12:48:08";"F";"3201";"1421";"1445";"29";"0.017";"0.2";"0.022";"0.100";"0.006";"0.089";"0.903";"0.080"
"2014-06-03";"12:48:18";"F";"3202";"1401";"1403";"39";"0.001";"0.0";"0.002";"0.133";"0.001";"0.122";"0.890";"0.109"
"2014-06-03";"12:48:28";"F";"3203";"1374";"1374";"57";"0.000";"0.0";"0.000";"0.156";"0.000";"0.146";"0.873";"0.127"
"2014-06-03";"12:48:38";"F";"3204";"1341";"1340";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:48:48";"F";"3205";"1287";"1283";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:48:48";"SLCE";"";"Light Curve end ";""
"2014-06-03";"12:49:45";"SLCS";"";"Light Curve start ";""
"2014-06-03";"12:49:45";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:49:45";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:49:46";"FO";"3206";"501";"1907";"0";"0.737";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:49:56";"F";"3207";"1268";"1918";"8";"0.339";"1.1";"0.459";"- 0.007";"0.182";"- 0.006";"0.665";"- 0.004"
"2014-06-03";"12:50:06";"F";"3208";"1606";"1889";"14";"0.150";"0.9";"0.204";"0.012";"0.064";"0.010";"0.842";"0.008"
"2014-06-03";"12:50:16";"F";"3209";"1689";"1842";"19";"0.083";"0.7";"0.114";"0.043";"0.033";"0.035";"0.886";"0.031"
"2014-06-03";"12:50:25";"F";"3210";"1714";"1805";"29";"0.050";"0.6";"0.069";"0.068";"0.020";"0.057";"0.899";"0.051"
"2014-06-03";"12:50:35";"F";"3211";"1710";"1764";"39";"0.031";"0.5";"0.042";"0.095";"0.012";"0.081";"0.897";"0.072"
"2014-06-03";"12:50:45";"F";"3212";"1705";"1730";"57";"0.014";"0.3";"0.020";"0.117";"0.006";"0.102";"0.894";"0.092"
"2014-06-03";"12:50:55";"F";"3213";"1683";"1691";"77";"0.005";"0.2";"0.007";"0.142";"0.002";"0.128";"0.883";"0.112"
"2014-06-03";"12:51:05";"F";"3214";"1655";"1652";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:51:05";"SLCE";"";"Light Curve end ";""
"2014-06-03";"12:52:01";"SLCS";"";"Light Curve start ";""
"2014-06-03";"12:52:01";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:52:01";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:52:02";"FO";"3215";"294";"916";"0";"0.679";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:52:12";"F";"3216";"716";"901";"8";"0.205";"0.7";"0.304";"0.021";"0.124";"0.017";"0.782";"0.013"
"2014-06-03";"12:52:22";"F";"3217";"817";"878";"14";"0.069";"0.4";"0.104";"0.055";"0.037";"0.043";"0.892";"0.039"
"2014-06-03";"12:52:32";"F";"3218";"814";"839";"19";"0.030";"0.2";"0.045";"0.111";"0.016";"0.092";"0.889";"0.081"
"2014-06-03";"12:52:42";"F";"3219";"791";"796";"29";"0.006";"0.1";"0.010";"0.170";"0.004";"0.151";"0.864";"0.130"
"2014-06-03";"12:52:52";"F";"3220";"761";"761";"39";"0.000";"0.0";"0.000";"0.220";"0.000";"0.204";"0.831";"0.169"
"2014-06-03";"12:53:01";"F";"3221";"729";"728";"57";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:53:11";"F";"3222";"690";"688";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:53:21";"F";"3223";"650";"646";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:53:21";"SLCE";"";"Light Curve end ";""
"2014-06-03";"12:54:14";"SLCS";"";"Light Curve start ";""
"2014-06-03";"12:54:15";"FO";"3224";"11";"10";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:54:15";"SLCE";"";"Light Curve end ";""
"2014-06-03";"12:54:28";"SLCS";"";"Light Curve start ";""
"2014-06-03";"12:54:28";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:54:28";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:54:29";"FO";"3225";"400";"1551";"0";"0.742";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:54:39";"F";"3226";"1137";"1479";"8";"0.231";"0.8";"0.315";"0.058";"0.109";"0.049";"0.733";"0.036"
"2014-06-03";"12:54:49";"F";"3227";"1305";"1422";"14";"0.082";"0.5";"0.113";"0.104";"0.034";"0.091";"0.841";"0.077"
"2014-06-03";"12:54:59";"F";"3228";"1296";"1347";"19";"0.038";"0.3";"0.053";"0.164";"0.016";"0.151";"0.836";"0.126"
"2014-06-03";"12:55:09";"F";"3229";"1250";"1276";"29";"0.020";"0.2";"0.029";"0.221";"0.009";"0.216";"0.806";"0.174"
"2014-06-03";"12:55:19";"F";"3230";"1199";"1210";"39";"0.009";"0.1";"0.013";"0.273";"0.004";"0.282";"0.773";"0.218"
"2014-06-03";"12:55:29";"F";"3231";"1154";"1154";"57";"0.000";"0.0";"0.000";"0.316";"0.000";"0.344";"0.744";"0.256"
"2014-06-03";"12:55:38";"F";"3232";"1105";"1100";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:55:48";"F";"3233";"1033";"1027";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:55:48";"SLCE";"";"Light Curve end ";""
"2014-06-03";"12:57:07";"SLCS";"";"Light Curve start ";""
"2014-06-03";"12:57:07";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:57:07";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"12:57:08";"FO";"3234";"270";"602";"0";"0.551";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"12:57:17";"F";"3235";"352";"591";"8";"0.404";"1.4";"0.740";"0.027";"0.563";"0.019";"0.585";"0.011"
"2014-06-03";"12:57:27";"F";"3236";"449";"576";"14";"0.220";"1.3";"0.408";"0.063";"0.241";"0.045";"0.746";"0.034"
"2014-06-03";"12:57:37";"F";"3237";"486";"557";"19";"0.127";"1.0";"0.240";"0.108";"0.129";"0.081";"0.807";"0.066"
"2014-06-03";"12:57:46";"F";"3238";"498";"540";"29";"0.078";"1.0";"0.148";"0.148";"0.076";"0.115";"0.827";"0.095"
"2014-06-03";"12:57:56";"F";"3239";"498";"518";"39";"0.039";"0.6";"0.075";"0.199";"0.038";"0.162";"0.827";"0.134"
"2014-06-03";"12:58:06";"F";"3240";"495";"507";"57";"0.024";"0.6";"0.047";"0.223";"0.024";"0.187";"0.822";"0.154"
"2014-06-03";"12:58:16";"F";"3241";"482";"487";"77";"0.010";"0.3";"0.021";"0.268";"0.011";"0.236";"0.801";"0.189"
"2014-06-03";"12:58:26";"F";"3242";"465";"467";"113";"0.004";"0.2";"0.009";"0.313";"0.005";"0.289";"0.772";"0.224"
"2014-06-03";"12:58:26";"SLCE";"";"Light Curve end ";""
"2014-06-03";"13:19:20";"SLCS";"";"Light Curve start ";""
"2014-06-03";"13:19:20";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"13:19:20";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"13:19:21";"FO";"3243";"365";"1037";"0";"0.648";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"13:19:31";"F";"3244";"787";"982";"8";"0.199";"0.7";"0.313";"0.071";"0.142";"0.056";"0.759";"0.042"
"2014-06-03";"13:19:40";"F";"3245";"855";"937";"14";"0.088";"0.5";"0.140";"0.129";"0.058";"0.107";"0.824";"0.088"
"2014-06-03";"13:19:50";"F";"3246";"855";"894";"19";"0.044";"0.4";"0.071";"0.185";"0.029";"0.160";"0.824";"0.132"
"2014-06-03";"13:20:00";"F";"3247";"847";"865";"29";"0.021";"0.3";"0.034";"0.220";"0.014";"0.199";"0.817";"0.162"
"2014-06-03";"13:20:10";"F";"3248";"826";"832";"39";"0.007";"0.1";"0.012";"0.262";"0.005";"0.246";"0.797";"0.196"
"2014-06-03";"13:20:20";"F";"3249";"799";"801";"57";"0.002";"0.0";"0.004";"0.301";"0.002";"0.295";"0.770";"0.228"
"2014-06-03";"13:20:30";"F";"3250";"768";"765";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"13:20:40";"F";"3251";"733";"730";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"13:20:40";"SLCE";"";"Light Curve end ";""
"2014-06-03";"15:12:40";"SLCS";"";"Light Curve start ";""
"2014-06-03";"15:12:40";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:12:40";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:12:41";"FO";"3252";"367";"1333";"0";"0.725";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:12:50";"F";"3253";"628";"1346";"8";"0.533";"1.8";"0.734";"- 0.012";"0.430";"- 0.010";"0.471";"- 0.004"
"2014-06-03";"15:13:00";"F";"3254";"1046";"1354";"14";"0.227";"1.3";"0.313";"- 0.020";"0.110";"- 0.016";"0.785";"- 0.012"
"2014-06-03";"15:13:09";"F";"3255";"1176";"1335";"19";"0.119";"0.9";"0.164";"- 0.002";"0.051";"- 0.001";"0.882";"- 0.001"
"2014-06-03";"15:13:19";"F";"3256";"1224";"1301";"29";"0.059";"0.7";"0.082";"0.031";"0.024";"0.025";"0.918";"0.023"
"2014-06-03";"15:13:29";"F";"3257";"1231";"1273";"39";"0.033";"0.5";"0.046";"0.057";"0.014";"0.047";"0.923";"0.044"
"2014-06-03";"15:13:39";"F";"3258";"1225";"1236";"57";"0.009";"0.2";"0.013";"0.092";"0.004";"0.078";"0.919";"0.072"
"2014-06-03";"15:13:49";"F";"3259";"1197";"1195";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:13:59";"F";"3260";"1158";"1156";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:13:59";"SLCE";"";"Light Curve end ";""
"2014-06-03";"15:14:43";"SLCS";"";"Light Curve start ";""
"2014-06-03";"15:14:43";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:14:43";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:14:44";"FO";"3261";"448";"1824";"0";"0.754";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:14:52";"F";"3262";"931";"1879";"8";"0.505";"1.7";"0.664";"- 0.038";"0.322";"- 0.029";"0.510";"- 0.015"
"2014-06-03";"15:15:02";"F";"3263";"1470";"1871";"14";"0.214";"1.3";"0.282";"- 0.032";"0.087";"- 0.025";"0.806";"- 0.020"
"2014-06-03";"15:15:12";"F";"3264";"1635";"1833";"19";"0.108";"0.9";"0.143";"- 0.006";"0.039";"- 0.005";"0.896";"- 0.004"
"2014-06-03";"15:15:22";"F";"3265";"1686";"1786";"29";"0.056";"0.7";"0.075";"0.026";"0.020";"0.021";"0.924";"0.020"
"2014-06-03";"15:15:32";"F";"3266";"1684";"1729";"39";"0.026";"0.4";"0.035";"0.065";"0.009";"0.055";"0.923";"0.051"
"2014-06-03";"15:15:42";"F";"3267";"1671";"1678";"57";"0.004";"0.1";"0.006";"0.100";"0.002";"0.087";"0.916";"0.080"
"2014-06-03";"15:15:52";"F";"3268";"1624";"1622";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:16:01";"F";"3269";"1560";"1556";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:16:01";"SLCE";"";"Light Curve end ";""
"2014-06-03";"15:16:41";"SLCS";"";"Light Curve start ";""
"2014-06-03";"15:16:41";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:16:41";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:16:42";"FO";"3270";"415";"1555";"0";"0.733";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:16:52";"F";"3271";"800";"1595";"8";"0.498";"1.7";"0.675";"- 0.032";"0.353";"- 0.025";"0.514";"- 0.012"
"2014-06-03";"15:17:02";"F";"3272";"1214";"1571";"14";"0.227";"1.3";"0.309";"- 0.013";"0.106";"- 0.010";"0.781";"- 0.008"
"2014-06-03";"15:17:12";"F";"3273";"1356";"1527";"19";"0.112";"0.9";"0.154";"0.023";"0.047";"0.018";"0.872";"0.016"
"2014-06-03";"15:17:22";"F";"3274";"1402";"1485";"29";"0.056";"0.7";"0.077";"0.057";"0.023";"0.047";"0.902";"0.042"
"2014-06-03";"15:17:32";"F";"3275";"1403";"1448";"39";"0.031";"0.5";"0.043";"0.087";"0.012";"0.074";"0.902";"0.067"
"2014-06-03";"15:17:42";"F";"3276";"1387";"1396";"57";"0.006";"0.1";"0.009";"0.129";"0.003";"0.114";"0.892";"0.102"
"2014-06-03";"15:17:51";"F";"3277";"1353";"1352";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:18:01";"F";"3278";"1307";"1305";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:18:01";"SLCE";"";"Light Curve end ";""
"2014-06-03";"15:19:32";"SLCS";"";"Light Curve start ";""
"2014-06-03";"15:19:32";"REG1";"";"#1: alpha: 0.530, ETRm: 1.352, Ek: 2.552   ( beta: 0.023, ETRmPot: 1.621 ) ";""
"2014-06-03";"15:19:32";"REG2";"";"#1: alpha: 0.829, ETRm: 0.937, Ek: 1.131 ";""
"2014-06-03";"15:19:33";"FO";"3279";"253";"474";"0";"0.466";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:19:42";"F";"3280";"296";"478";"8";"0.381";"1.3";"0.813";"- 0.014";"0.698";"- 0.008";"0.624";"- 0.005"
"2014-06-03";"15:19:51";"F";"3281";"360";"478";"14";"0.247";"1.5";"0.527";"- 0.014";"0.372";"- 0.008";"0.759";"- 0.006"
"2014-06-03";"15:20:01";"F";"3282";"405";"475";"19";"0.147";"1.2";"0.315";"- 0.005";"0.197";"- 0.002";"0.854";"- 0.001"
"2014-06-03";"15:20:11";"F";"3283";"427";"465";"29";"0.082";"1.0";"0.177";"0.027";"0.104";"0.019";"0.901";"0.017"
"2014-06-03";"15:20:21";"F";"3284";"435";"458";"39";"0.050";"0.8";"0.110";"0.050";"0.063";"0.035";"0.918";"0.032"
"2014-06-03";"15:20:31";"F";"3285";"436";"450";"57";"0.031";"0.7";"0.069";"0.077";"0.039";"0.053";"0.920";"0.049"
"2014-06-03";"15:20:41";"F";"3286";"432";"441";"77";"0.020";"0.6";"0.045";"0.104";"0.025";"0.075";"0.911";"0.069"
"2014-06-03";"15:20:51";"F";"3287";"428";"432";"113";"0.009";"0.4";"0.021";"0.136";"0.012";"0.097";"0.903";"0.088"
"2014-06-03";"15:20:51";"SLCE";"";"Light Curve end ";""
"2014-06-03";"15:21:32";"SLCS";"";"Light Curve start ";""
"2014-06-03";"15:21:32";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:21:32";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:21:33";"FO";"3288";"403";"1172";"0";"0.656";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:21:43";"F";"3289";"515";"1165";"8";"0.558";"1.9";"0.852";"0.008";"0.665";"0.006";"0.439";"0.003"
"2014-06-03";"15:21:53";"F";"3290";"774";"1112";"14";"0.304";"1.8";"0.472";"0.069";"0.241";"0.054";"0.660";"0.036"
"2014-06-03";"15:22:03";"F";"3291";"882";"1058";"19";"0.166";"1.3";"0.263";"0.130";"0.116";"0.108";"0.753";"0.081"
"2014-06-03";"15:22:13";"F";"3292";"907";"1007";"29";"0.099";"1.2";"0.160";"0.187";"0.067";"0.164";"0.774";"0.127"
"2014-06-03";"15:22:23";"F";"3293";"894";"960";"39";"0.069";"1.1";"0.113";"0.239";"0.047";"0.221";"0.763";"0.168"
"2014-06-03";"15:22:33";"F";"3294";"878";"914";"57";"0.039";"0.9";"0.066";"0.289";"0.028";"0.282";"0.749";"0.212"
"2014-06-03";"15:22:43";"F";"3295";"849";"871";"77";"0.025";"0.8";"0.043";"0.336";"0.018";"0.346";"0.724";"0.251"
"2014-06-03";"15:22:52";"F";"3296";"819";"828";"113";"0.011";"0.5";"0.019";"0.382";"0.008";"0.415";"0.699";"0.290"
"2014-06-03";"15:22:52";"SLCE";"";"Light Curve end ";""
"2014-06-03";"15:23:55";"SLCS";"";"Light Curve start ";""
"2014-06-03";"15:23:55";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:23:55";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:23:56";"FO";"3297";"354";"1153";"0";"0.693";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:24:06";"F";"3298";"536";"1152";"8";"0.535";"1.8";"0.772";"0.001";"0.510";"0.001";"0.465";"0.000"
"2014-06-03";"15:24:15";"F";"3299";"801";"1137";"14";"0.296";"1.7";"0.428";"0.018";"0.188";"0.014";"0.695";"0.009"
"2014-06-03";"15:24:25";"F";"3300";"927";"1112";"19";"0.166";"1.3";"0.243";"0.046";"0.092";"0.037";"0.804";"0.030"
"2014-06-03";"15:24:35";"F";"3301";"980";"1088";"29";"0.099";"1.2";"0.146";"0.074";"0.052";"0.060";"0.850";"0.051"
"2014-06-03";"15:24:45";"F";"3302";"1004";"1073";"39";"0.064";"1.0";"0.095";"0.090";"0.033";"0.075";"0.871";"0.065"
"2014-06-03";"15:24:55";"F";"3303";"1013";"1050";"57";"0.035";"0.8";"0.052";"0.116";"0.018";"0.098";"0.879";"0.086"
"2014-06-03";"15:25:05";"F";"3304";"1002";"1021";"77";"0.019";"0.6";"0.028";"0.148";"0.010";"0.129";"0.869";"0.112"
"2014-06-03";"15:25:15";"F";"3305";"977";"985";"113";"0.008";"0.4";"0.012";"0.188";"0.004";"0.171";"0.847";"0.145"
"2014-06-03";"15:25:15";"SLCE";"";"Light Curve end ";""
"2014-06-03";"15:26:25";"SLCS";"";"Light Curve start ";""
"2014-06-03";"15:26:25";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:26:25";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:26:26";"FO";"3306";"298";"932";"0";"0.680";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:26:35";"F";"3307";"494";"869";"8";"0.432";"1.5";"0.649";"0.088";"0.382";"0.072";"0.530";"0.038"
"2014-06-03";"15:26:45";"F";"3308";"626";"803";"14";"0.220";"1.3";"0.340";"0.180";"0.154";"0.161";"0.672";"0.108"
"2014-06-03";"15:26:55";"F";"3309";"659";"762";"19";"0.135";"1.1";"0.213";"0.237";"0.090";"0.223";"0.707";"0.158"
"2014-06-03";"15:27:05";"F";"3310";"663";"727";"29";"0.088";"1.1";"0.141";"0.284";"0.058";"0.282";"0.711";"0.201"
"2014-06-03";"15:27:15";"F";"3311";"651";"691";"39";"0.058";"1.0";"0.095";"0.333";"0.039";"0.349";"0.698";"0.244"
"2014-06-03";"15:27:25";"F";"3312";"633";"657";"57";"0.037";"0.9";"0.061";"0.379";"0.025";"0.419";"0.679";"0.284"
"2014-06-03";"15:27:35";"F";"3313";"609";"624";"77";"0.024";"0.8";"0.041";"0.421";"0.017";"0.494";"0.653";"0.323"
"2014-06-03";"15:27:44";"F";"3314";"588";"596";"113";"0.013";"0.6";"0.023";"0.457";"0.010";"0.564";"0.631";"0.356"
"2014-06-03";"15:27:44";"SLCE";"";"Light Curve end ";""
"2014-06-03";"15:28:24";"SLCS";"";"Light Curve start ";""
"2014-06-03";"15:28:24";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:28:24";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:28:25";"FO";"3315";"484";"2066";"0";"0.766";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:28:35";"F";"3316";"1279";"2043";"8";"0.374";"1.3";"0.490";"0.014";"0.185";"0.011";"0.619";"0.007"
"2014-06-03";"15:28:45";"F";"3317";"1654";"1979";"14";"0.164";"1.0";"0.217";"0.052";"0.063";"0.044";"0.801";"0.035"
"2014-06-03";"15:28:55";"F";"3318";"1760";"1916";"19";"0.081";"0.6";"0.108";"0.089";"0.029";"0.078";"0.852";"0.067"
"2014-06-03";"15:29:05";"F";"3319";"1779";"1850";"29";"0.038";"0.5";"0.051";"0.128";"0.014";"0.117";"0.861";"0.101"
"2014-06-03";"15:29:15";"F";"3320";"1746";"1779";"39";"0.019";"0.3";"0.025";"0.170";"0.007";"0.161";"0.845";"0.136"
"2014-06-03";"15:29:25";"F";"3321";"1702";"1703";"57";"0.001";"0.0";"0.001";"0.215";"0.000";"0.213";"0.824";"0.175"
"2014-06-03";"15:29:34";"F";"3322";"1626";"1623";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:29:44";"F";"3323";"1543";"1537";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:29:44";"SLCE";"";"Light Curve end ";""
"2014-06-03";"15:30:37";"SLCS";"";"Light Curve start ";""
"2014-06-03";"15:30:37";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:30:37";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"15:30:38";"FO";"3324";"469";"2309";"0";"0.797";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:30:47";"F";"3325";"1456";"2343";"8";"0.379";"1.3";"0.474";"- 0.018";"0.153";"- 0.015";"0.631";"- 0.010"
"2014-06-03";"15:30:57";"F";"3326";"1902";"2317";"14";"0.179";"1.1";"0.225";"- 0.004";"0.055";"- 0.003";"0.824";"- 0.003"
"2014-06-03";"15:31:06";"F";"3327";"2055";"2278";"19";"0.098";"0.8";"0.123";"0.016";"0.028";"0.014";"0.890";"0.012"
"2014-06-03";"15:31:16";"F";"3328";"2122";"2233";"29";"0.050";"0.6";"0.063";"0.040";"0.014";"0.034";"0.919";"0.031"
"2014-06-03";"15:31:26";"F";"3329";"2128";"2184";"39";"0.026";"0.4";"0.033";"0.065";"0.007";"0.057";"0.922";"0.052"
"2014-06-03";"15:31:36";"F";"3330";"2108";"2124";"57";"0.008";"0.2";"0.010";"0.096";"0.002";"0.087";"0.913";"0.079"
"2014-06-03";"15:31:46";"F";"3331";"2051";"2051";"77";"0.000";"0.0";"0.000";"0.134";"0.000";"0.126";"0.888";"0.112"
"2014-06-03";"15:31:56";"F";"3332";"1965";"1961";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"15:31:56";"SLCE";"";"Light Curve end ";""
"2014-06-03";"16:02:17";"SLCS";"";"Light Curve start ";""
"2014-06-03";"16:02:17";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:02:17";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:02:18";"FO";"3333";"377";"1342";"0";"0.719";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:02:28";"F";"3334";"988";"1371";"8";"0.279";"0.9";"0.386";"- 0.028";"0.148";"- 0.021";"0.736";"- 0.015"
"2014-06-03";"16:02:38";"F";"3335";"1201";"1355";"14";"0.114";"0.7";"0.158";"- 0.012";"0.050";"- 0.010";"0.895";"- 0.009"
"2014-06-03";"16:02:48";"F";"3336";"1251";"1322";"19";"0.054";"0.4";"0.075";"0.019";"0.022";"0.015";"0.932";"0.014"
"2014-06-03";"16:02:57";"F";"3337";"1262";"1289";"29";"0.021";"0.3";"0.029";"0.051";"0.009";"0.041";"0.940";"0.039"
"2014-06-03";"16:03:07";"F";"3338";"1247";"1256";"39";"0.007";"0.1";"0.010";"0.082";"0.003";"0.068";"0.929";"0.064"
"2014-06-03";"16:03:17";"F";"3339";"1225";"1222";"57";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:03:27";"F";"3340";"1185";"1182";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:03:37";"F";"3341";"1135";"1132";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:03:37";"SLCE";"";"Light Curve end ";""
"2014-06-03";"16:04:40";"SLCS";"";"Light Curve start ";""
"2014-06-03";"16:04:40";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:04:40";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:04:41";"FO";"3342";"450";"1668";"0";"0.730";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:04:50";"F";"3343";"1161";"1652";"8";"0.297";"1.0";"0.408";"0.012";"0.158";"0.010";"0.696";"0.007"
"2014-06-03";"16:05:00";"F";"3344";"1445";"1635";"14";"0.116";"0.7";"0.160";"0.025";"0.050";"0.020";"0.866";"0.018"
