"2014-03-02";"21:59:11";"WinControl (rev 714) report file"
"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"2014-03-02";"18:03:07";"F";"1670";"343";"375";"403";"0.085";"14.4"
"2014-03-02";"18:03:17";"F";"1671";"334";"349";"558";"0.043";"10.1"
"2014-03-02";"18:03:27";"F";"1672";"322";"328";"908";"0.018";"6.9"
"2014-03-02";"18:03:37";"F";"1673";"301";"301";"1317";"0.000";"0.0"
"2014-03-02";"18:04:10";"FO";"1674";"639";"712";"0";"0.103";"0.0"
"2014-03-02";"18:04:20";"F";"1675";"543";"687";"84";"0.210";"7.4"
"2014-03-02";"18:04:31";"F";"1676";"540";"655";"125";"0.176";"9.2"
"2014-03-02";"18:04:41";"F";"1677";"536";"617";"191";"0.131";"10.5"
"2014-03-02";"18:04:51";"F";"1678";"492";"563";"285";"0.126";"15.1"
"2014-03-02";"18:05:00";"F";"1679";"485";"529";"403";"0.083";"14.0"
"2014-03-02";"18:05:11";"F";"1680";"459";"495";"558";"0.073";"17.1"
"2014-03-02";"18:05:21";"F";"1681";"473";"473";"908";"0.000";"0.0"
"2014-03-02";"18:05:32";"F";"1682";"442";"440";"1317";"-";"-"
"2014-03-02";"18:06:02";"FO";"1683";"508";"575";"0";"0.117";"0.0"
"2014-03-02";"18:06:12";"F";"1684";"353";"436";"84";"0.190";"6.7"
"2014-03-02";"18:06:23";"F";"1685";"358";"434";"125";"0.175";"9.2"
"2014-03-02";"18:06:33";"F";"1686";"328";"370";"191";"0.114";"9.1"
"2014-03-02";"18:06:43";"F";"1687";"327";"361";"285";"0.094";"11.3"
"2014-03-02";"18:06:53";"F";"1688";"305";"326";"403";"0.064";"10.8"
"2014-03-02";"18:07:03";"F";"1689";"284";"305";"558";"0.069";"16.2"
"2014-03-02";"18:07:13";"F";"1690";"280";"289";"908";"0.031";"11.8"
"2014-03-02";"18:07:24";"F";"1691";"291";"291";"1317";"0.000";"0.0"
"2014-03-02";"18:08:16";"FO";"1692";"687";"721";"0";"0.047";"0.0"
"2014-03-02";"18:08:26";"F";"1693";"538";"583";"84";"0.077";"2.7"
"2014-03-02";"18:08:36";"F";"1694";"470";"502";"125";"0.064";"3.4"
"2014-03-02";"18:08:47";"F";"1695";"453";"477";"191";"0.050";"4.0"
"2014-03-02";"18:08:57";"F";"1696";"435";"447";"285";"0.027";"3.2"
"2014-03-02";"18:09:07";"F";"1697";"427";"428";"403";"0.002";"0.3"
"2014-03-02";"18:09:16";"F";"1698";"384";"394";"558";"0.025";"5.9"
"2014-03-02";"18:09:27";"F";"1699";"390";"392";"908";"0.005";"1.9"
"2014-03-02";"18:09:37";"F";"1700";"371";"368";"1317";"-";"-"
"2014-03-02";"18:09:57";"FO";"1701";"676";"757";"0";"0.107";"0.0"
"2014-03-02";"18:10:06";"F";"1702";"509";"507";"84";"-";"-"
"2014-03-02";"18:10:16";"F";"1703";"506";"508";"125";"0.004";"0.2"
"2014-03-02";"18:10:27";"F";"1704";"473";"482";"191";"0.019";"1.5"
"2014-03-02";"18:10:37";"F";"1705";"481";"479";"285";"-";"-"
"2014-03-02";"18:10:47";"F";"1706";"477";"481";"403";"0.008";"1.4"
"2014-03-02";"18:10:56";"F";"1707";"472";"468";"558";"-";"-"
"2014-03-02";"18:11:07";"F";"1708";"448";"447";"908";"-";"-"
"2014-03-02";"18:11:17";"F";"1709";"446";"446";"1317";"0.000";"0.0"
"2014-03-02";"18:11:35";"FO";"1710";"848";"898";"0";"0.056";"0.0"
"2014-03-02";"18:11:45";"F";"1711";"644";"747";"84";"0.138";"4.9"
"2014-03-02";"18:11:55";"F";"1712";"565";"637";"125";"0.113";"5.9"
"2014-03-02";"18:12:06";"F";"1713";"510";"550";"191";"0.073";"5.9"
"2014-03-02";"18:12:16";"F";"1714";"464";"488";"285";"0.049";"5.9"
"2014-03-02";"18:12:26";"F";"1715";"432";"448";"403";"0.036";"6.1"
"2014-03-02";"18:12:36";"F";"1716";"385";"407";"558";"0.054";"12.7"
"2014-03-02";"18:12:46";"F";"1717";"374";"372";"908";"-";"-"
"2014-03-02";"18:12:56";"F";"1718";"369";"365";"1317";"-";"-"
"2014-03-02";"18:13:31";"FO";"1719";"770";"798";"0";"0.035";"0.0"
"2014-03-02";"18:13:40";"F";"1720";"540";"660";"84";"0.182";"6.4"
"2014-03-02";"18:13:50";"F";"1721";"494";"568";"125";"0.130";"6.8"
"2014-03-02";"18:14:00";"F";"1722";"415";"465";"191";"0.108";"8.7"
"2014-03-02";"18:14:11";"F";"1723";"366";"397";"285";"0.078";"9.3"
"2014-03-02";"18:14:21";"F";"1724";"320";"336";"403";"0.048";"8.1"
"2014-03-02";"18:14:31";"F";"1725";"308";"319";"558";"0.034";"8.0"
"2014-03-02";"18:14:40";"F";"1726";"289";"300";"908";"0.037";"14.1"
"2014-03-02";"18:14:51";"F";"1727";"270";"272";"1317";"0.007";"3.9"
"2014-03-02";"18:15:22";"FO";"1728";"761";"807";"0";"0.057";"0.0"
"2014-03-02";"18:15:32";"F";"1729";"551";"660";"84";"0.165";"5.8"
"2014-03-02";"18:15:43";"F";"1730";"522";"622";"125";"0.161";"8.5"
"2014-03-02";"18:15:52";"F";"1731";"450";"499";"191";"0.098";"7.9"
"2014-03-02";"18:16:03";"F";"1732";"419";"454";"285";"0.077";"9.2"
"2014-03-02";"18:16:13";"F";"1733";"355";"373";"403";"0.048";"8.1"
"2014-03-02";"18:16:23";"F";"1734";"343";"345";"558";"0.006";"1.4"
"2014-03-02";"18:16:33";"F";"1735";"293";"299";"908";"0.020";"7.6"
"2014-03-02";"18:16:43";"F";"1736";"275";"277";"1317";"0.007";"3.9"
"2014-03-02";"18:17:13";"FO";"1737";"823";"865";"0";"0.049";"0.0"
"2014-03-02";"18:17:24";"F";"1738";"650";"779";"84";"0.166";"5.9"
"2014-03-02";"18:17:34";"F";"1739";"576";"675";"125";"0.147";"7.7"
"2014-03-02";"18:17:44";"F";"1740";"521";"574";"191";"0.092";"7.4"
"2014-03-02";"18:17:54";"F";"1741";"458";"486";"285";"0.058";"6.9"
"2014-03-02";"18:18:04";"F";"1742";"412";"433";"403";"0.048";"8.1"
"2014-03-02";"18:18:14";"F";"1743";"387";"398";"558";"0.028";"6.6"
"2014-03-02";"18:18:24";"F";"1744";"360";"359";"908";"-";"-"
"2014-03-02";"18:18:34";"F";"1745";"335";"334";"1317";"-";"-"
"2014-03-02";"18:18:58";"FO";"1746";"853";"860";"0";"0.008";"0.0"
"2014-03-02";"18:19:08";"F";"1747";"543";"665";"84";"0.183";"6.5"
"2014-03-02";"18:19:19";"F";"1748";"512";"615";"125";"0.167";"8.8"
"2014-03-02";"18:19:29";"F";"1749";"436";"485";"191";"0.101";"8.1"
"2014-03-02";"18:19:38";"F";"1750";"399";"426";"285";"0.063";"7.5"
"2014-03-02";"18:19:50";"F";"1751";"361";"378";"403";"0.045";"7.6"
"2014-03-02";"18:20:00";"F";"1752";"321";"332";"558";"0.033";"7.7"
"2014-03-02";"18:20:09";"F";"1753";"316";"314";"908";"-";"-"
"2014-03-02";"18:20:19";"F";"1754";"291";"292";"1317";"0.003";"1.7"
"2014-03-02";"18:20:58";"FO";"1755";"598";"588";"0";"-";"-"
"2014-03-02";"18:21:08";"F";"1756";"215";"240";"84";"0.104";"3.7"
"2014-03-02";"18:21:18";"F";"1757";"222";"245";"125";"0.094";"4.9"
"2014-03-02";"18:21:28";"F";"1758";"212";"231";"191";"0.082";"6.6"
"2014-03-02";"18:21:39";"F";"1759";"213";"218";"285";"0.023";"2.8"
"2014-03-02";"18:21:49";"F";"1760";"214";"212";"403";"-";"-"
"2014-03-02";"18:21:59";"F";"1761";"198";"197";"558";"-";"-"
"2014-03-02";"18:22:08";"F";"1762";"191";"193";"908";"0.010";"3.8"
"2014-03-02";"18:22:19";"F";"1763";"173";"175";"1317";"0.011";"6.1"
"2014-03-02";"18:22:46";"FO";"1764";"602";"616";"0";"0.023";"0.0"
"2014-03-02";"18:22:55";"F";"1765";"272";"279";"84";"0.025";"0.9"
"2014-03-02";"18:23:05";"F";"1766";"278";"285";"125";"0.025";"1.3"
"2014-03-02";"18:23:16";"F";"1767";"250";"259";"191";"0.035";"2.8"
"2014-03-02";"18:23:26";"F";"1768";"243";"241";"285";"-";"-"
"2014-03-02";"18:23:35";"F";"1769";"240";"242";"403";"0.008";"1.4"
"2014-03-02";"18:23:45";"F";"1770";"234";"234";"558";"0.000";"0.0"
"2014-03-02";"18:23:57";"F";"1771";"232";"232";"908";"0.000";"0.0"
"2014-03-02";"18:24:06";"F";"1772";"217";"213";"1317";"-";"-"
"2014-03-02";"18:24:36";"FO";"1773";"733";"728";"0";"-";"-"
"2014-03-02";"18:24:46";"F";"1774";"444";"529";"84";"0.161";"5.7"
"2014-03-02";"18:24:57";"F";"1775";"415";"467";"125";"0.111";"5.8"
"2014-03-02";"18:25:06";"F";"1776";"389";"423";"191";"0.080";"6.4"
"2014-03-02";"18:25:17";"F";"1777";"357";"379";"285";"0.058";"6.9"
"2014-03-02";"18:25:27";"F";"1778";"344";"357";"403";"0.036";"6.1"
"2014-03-02";"18:25:37";"F";"1779";"341";"344";"558";"0.009";"2.1"
"2014-03-02";"18:25:47";"F";"1780";"319";"320";"908";"0.003";"1.1"
"2014-03-02";"18:25:57";"F";"1781";"298";"296";"1317";"-";"-"
"2014-03-02";"18:26:28";"FO";"1782";"634";"684";"0";"0.073";"0.0"
"2014-03-02";"18:26:38";"F";"1783";"445";"557";"84";"0.201";"7.1"
"2014-03-02";"18:26:48";"F";"1784";"430";"521";"125";"0.175";"9.2"
"2014-03-02";"18:26:58";"F";"1785";"393";"445";"191";"0.117";"9.4"
"2014-03-02";"18:27:08";"F";"1786";"386";"418";"285";"0.077";"9.2"
"2014-03-02";"18:27:18";"F";"1787";"345";"367";"403";"0.060";"10.2"
"2014-03-02";"18:27:28";"F";"1788";"332";"338";"558";"0.018";"4.2"
"2014-03-02";"18:27:39";"F";"1789";"295";"304";"908";"0.030";"11.4"
"2014-03-02";"18:27:48";"F";"1790";"303";"305";"1317";"0.007";"3.9"
"2014-03-02";"18:28:13";"FO";"1791";"726";"756";"0";"0.040";"0.0"
"2014-03-02";"18:28:22";"F";"1792";"566";"701";"84";"0.193";"6.8"
"2014-03-02";"18:28:32";"F";"1793";"564";"670";"125";"0.158";"8.3"
"2014-03-02";"18:28:43";"F";"1794";"542";"612";"191";"0.114";"9.1"
"2014-03-02";"18:28:53";"F";"1795";"519";"566";"285";"0.083";"9.9"
"2014-03-02";"18:29:03";"F";"1796";"477";"507";"403";"0.059";"10.0"
"2014-03-02";"18:29:12";"F";"1797";"443";"456";"558";"0.029";"6.8"
"2014-03-02";"18:29:23";"F";"1798";"420";"419";"908";"-";"-"
"2014-03-02";"18:29:33";"F";"1799";"417";"418";"1317";"0.002";"1.1"
"2014-03-02";"18:30:01";"FO";"1800";"899";"885";"0";"-";"-"
"2014-03-02";"18:30:11";"F";"1801";"584";"699";"84";"0.165";"5.8"
"2014-03-02";"18:30:22";"F";"1802";"568";"649";"125";"0.125";"6.6"
"2014-03-02";"18:30:32";"F";"1803";"544";"598";"191";"0.090";"7.2"
"2014-03-02";"18:30:42";"F";"1804";"525";"565";"285";"0.071";"8.5"
"2014-03-02";"18:30:52";"F";"1805";"494";"514";"403";"0.039";"6.6"
"2014-03-02";"18:31:02";"F";"1806";"486";"496";"558";"0.020";"4.7"
"2014-03-02";"18:31:12";"F";"1807";"490";"492";"908";"0.004";"1.5"
"2014-03-02";"18:31:22";"F";"1808";"470";"470";"1317";"0.000";"0.0"
"2014-03-02";"18:32:03";"FO";"1809";"792";"807";"0";"0.019";"0.0"
"2014-03-02";"18:32:13";"F";"1810";"537";"632";"84";"0.150";"5.3"
"2014-03-02";"18:32:23";"F";"1811";"524";"609";"125";"0.140";"7.4"
"2014-03-02";"18:32:33";"F";"1812";"479";"525";"191";"0.088";"7.1"
"2014-03-02";"18:32:43";"F";"1813";"430";"458";"285";"0.061";"7.3"
"2014-03-02";"18:32:53";"F";"1814";"398";"416";"403";"0.043";"7.3"
"2014-03-02";"18:33:04";"F";"1815";"388";"392";"558";"0.010";"2.3"
"2014-03-02";"18:33:14";"F";"1816";"352";"362";"908";"0.028";"10.7"
"2014-03-02";"18:33:24";"F";"1817";"331";"331";"1317";"0.000";"0.0"
"2014-03-02";"18:33:54";"FO";"1818";"672";"719";"0";"0.065";"0.0"
"2014-03-02";"18:34:02";"F";"1819";"398";"435";"84";"0.085";"3.0"
"2014-03-02";"18:34:12";"F";"1820";"407";"447";"125";"0.089";"4.7"
"2014-03-02";"18:34:22";"F";"1821";"357";"389";"191";"0.082";"6.6"
"2014-03-02";"18:34:32";"F";"1822";"333";"346";"285";"0.038";"4.5"
"2014-03-02";"18:34:43";"F";"1823";"310";"310";"403";"0.000";"0.0"
"2014-03-02";"18:34:53";"F";"1824";"291";"289";"558";"-";"-"
"2014-03-02";"18:35:03";"F";"1825";"264";"264";"908";"0.000";"0.0"
"2014-03-02";"18:35:13";"F";"1826";"265";"268";"1317";"0.011";"6.1"
"2014-03-02";"18:35:57";"FO";"1827";"692";"708";"0";"0.023";"0.0"
"2014-03-02";"18:36:06";"F";"1828";"379";"396";"84";"0.043";"1.5"
"2014-03-02";"18:36:17";"F";"1829";"335";"340";"125";"0.015";"0.8"
"2014-03-02";"18:36:27";"F";"1830";"305";"309";"191";"0.013";"1.0"
"2014-03-02";"18:36:37";"F";"1831";"271";"269";"285";"-";"-"
"2014-03-02";"18:36:47";"F";"1832";"255";"254";"403";"-";"-"
"2014-03-02";"18:36:57";"F";"1833";"262";"263";"558";"0.004";"0.9"
"2014-03-02";"18:37:07";"F";"1834";"241";"240";"908";"-";"-"
"2014-03-02";"18:37:17";"F";"1835";"228";"229";"1317";"0.004";"2.2"
"2014-03-02";"18:37:47";"FO";"1836";"660";"791";"0";"0.166";"0.0"
"2014-03-02";"18:37:55";"F";"1837";"569";"630";"84";"0.097";"3.4"
"2014-03-02";"18:38:06";"F";"1838";"488";"526";"125";"0.072";"3.8"
"2014-03-02";"18:38:16";"F";"1839";"436";"459";"191";"0.050";"4.0"
"2014-03-02";"18:38:26";"F";"1840";"384";"395";"285";"0.028";"3.4"
"2014-03-02";"18:38:36";"F";"1841";"330";"331";"403";"0.003";"0.5"
"2014-03-02";"18:38:47";"F";"1842";"294";"304";"558";"0.033";"7.7"
"2014-03-02";"18:38:57";"F";"1843";"280";"284";"908";"0.014";"5.3"
"2014-03-02";"18:39:07";"F";"1844";"276";"275";"1317";"-";"-"
"2014-03-02";"18:39:26";"FO";"1845";"847";"888";"0";"0.046";"0.0"
"2014-03-02";"18:39:36";"F";"1846";"521";"593";"84";"0.121";"4.3"
"2014-03-02";"18:39:46";"F";"1847";"435";"482";"125";"0.098";"5.1"
"2014-03-02";"18:39:56";"F";"1848";"393";"418";"191";"0.060";"4.8"
"2014-03-02";"18:40:06";"F";"1849";"334";"342";"285";"0.023";"2.8"
"2014-03-02";"18:40:16";"F";"1850";"303";"306";"403";"0.010";"1.7"
"2014-03-02";"18:40:26";"F";"1851";"260";"273";"558";"0.048";"11.2"
"2014-03-02";"18:40:36";"F";"1852";"254";"253";"908";"-";"-"
"2014-03-02";"18:40:47";"F";"1853";"256";"258";"1317";"0.008";"4.4"
"2014-03-02";"18:41:12";"FO";"1854";"540";"661";"0";"0.183";"0.0"
"2014-03-02";"18:41:21";"F";"1855";"491";"565";"84";"0.131";"4.6"
"2014-03-02";"18:41:31";"F";"1856";"472";"531";"125";"0.111";"5.8"
"2014-03-02";"18:41:41";"F";"1857";"453";"488";"191";"0.072";"5.8"
"2014-03-02";"18:41:52";"F";"1858";"444";"460";"285";"0.035";"4.2"
"2014-03-02";"18:42:01";"F";"1859";"426";"440";"403";"0.032";"5.4"
"2014-03-02";"18:42:13";"F";"1860";"413";"421";"558";"0.019";"4.5"
"2014-03-02";"18:42:22";"F";"1861";"417";"418";"908";"0.002";"0.8"
"2014-03-02";"18:42:32";"F";"1862";"397";"399";"1317";"0.005";"2.8"
"2014-03-02";"18:42:56";"FO";"1863";"611";"666";"0";"0.083";"0.0"
"2014-03-02";"18:43:05";"F";"1864";"458";"548";"84";"0.164";"5.8"
"2014-03-02";"18:43:15";"F";"1865";"453";"513";"125";"0.117";"6.1"
"2014-03-02";"18:43:25";"F";"1866";"428";"468";"191";"0.085";"6.8"
"2014-03-02";"18:43:36";"F";"1867";"396";"417";"285";"0.050";"6.0"
"2014-03-02";"18:43:46";"F";"1868";"390";"404";"403";"0.035";"5.9"
"2014-03-02";"18:43:55";"F";"1869";"364";"370";"558";"0.016";"3.7"
"2014-03-02";"18:44:07";"F";"1870";"359";"359";"908";"0.000";"0.0"
"2014-03-02";"18:44:17";"F";"1871";"350";"353";"1317";"0.008";"4.4"
"2014-03-02";"18:44:39";"FO";"1872";"909";"960";"0";"0.053";"0.0"
"2014-03-02";"18:44:49";"F";"1873";"756";"858";"84";"0.119";"4.2"
"2014-03-02";"18:44:58";"F";"1874";"717";"792";"125";"0.095";"5.0"
"2014-03-02";"18:45:09";"F";"1875";"683";"736";"191";"0.072";"5.8"
"2014-03-02";"18:45:19";"F";"1876";"650";"687";"285";"0.054";"6.5"
"2014-03-02";"18:45:29";"F";"1877";"622";"648";"403";"0.040";"6.8"
"2014-03-02";"18:45:40";"F";"1878";"577";"607";"558";"0.049";"11.5"
"2014-03-02";"18:45:50";"F";"1879";"588";"584";"908";"-";"-"
"2014-03-02";"18:46:00";"F";"1880";"569";"570";"1317";"0.002";"1.1"
"2014-03-02";"18:46:23";"FO";"1881";"586";"639";"0";"0.083";"0.0"
"2014-03-02";"18:46:32";"F";"1882";"421";"446";"84";"0.056";"2.0"
"2014-03-02";"18:46:42";"F";"1883";"396";"407";"125";"0.027";"1.4"
"2014-03-02";"18:46:52";"F";"1884";"386";"388";"191";"0.005";"0.4"
"2014-03-02";"18:47:02";"F";"1885";"369";"370";"285";"0.003";"0.4"
"2014-03-02";"18:47:12";"F";"1886";"352";"354";"403";"0.006";"1.0"
"2014-03-02";"18:47:23";"F";"1887";"350";"352";"558";"0.006";"1.4"
"2014-03-02";"18:47:33";"F";"1888";"321";"323";"908";"0.006";"2.3"
"2014-03-02";"18:47:43";"F";"1889";"327";"323";"1317";"-";"-"
"2014-03-02";"18:49:00";"FO";"1890";"875";"856";"0";"-";"-"
"2014-03-02";"18:49:10";"F";"1891";"594";"597";"84";"0.005";"0.2"
"2014-03-02";"18:49:19";"F";"1892";"604";"606";"125";"0.003";"0.2"
"2014-03-02";"18:49:30";"F";"1893";"568";"575";"191";"0.012";"1.0"
"2014-03-02";"18:49:40";"F";"1894";"573";"570";"285";"-";"-"
"2014-03-02";"18:49:50";"F";"1895";"562";"562";"403";"0.000";"0.0"
"2014-03-02";"18:50:00";"F";"1896";"550";"545";"558";"-";"-"
"2014-03-02";"18:50:11";"F";"1897";"541";"540";"908";"-";"-"
"2014-03-02";"18:50:21";"F";"1898";"520";"520";"1317";"0.000";"0.0"
"2014-03-02";"18:50:54";"FO";"1899";"771";"780";"0";"0.012";"0.0"
"2014-03-02";"18:51:04";"F";"1900";"521";"589";"84";"0.115";"4.1"
"2014-03-02";"18:51:14";"F";"1901";"507";"553";"125";"0.083";"4.4"
"2014-03-02";"18:51:23";"F";"1902";"504";"524";"191";"0.038";"3.0"
"2014-03-02";"18:51:34";"F";"1903";"469";"480";"285";"0.023";"2.8"
"2014-03-02";"18:51:44";"F";"1904";"451";"456";"403";"0.011";"1.9"
"2014-03-02";"18:51:55";"F";"1905";"409";"427";"558";"0.042";"9.8"
"2014-03-02";"18:52:04";"F";"1906";"408";"411";"908";"0.007";"2.7"
"2014-03-02";"18:52:14";"F";"1907";"399";"399";"1317";"0.000";"0.0"
"2014-03-02";"18:52:38";"FO";"1908";"888";"876";"0";"-";"-"
"2014-03-02";"18:52:48";"F";"1909";"594";"681";"84";"0.128";"4.5"
"2014-03-02";"18:52:58";"F";"1910";"564";"635";"125";"0.112";"5.9"
"2014-03-02";"18:53:08";"F";"1911";"519";"552";"191";"0.060";"4.8"
"2014-03-02";"18:53:18";"F";"1912";"484";"513";"285";"0.057";"6.8"
"2014-03-02";"18:53:28";"F";"1913";"463";"480";"403";"0.035";"5.9"
"2014-03-02";"18:53:38";"F";"1914";"459";"461";"558";"0.004";"0.9"
"2014-03-02";"18:53:49";"F";"1915";"438";"437";"908";"-";"-"
"2014-03-02";"18:53:59";"F";"1916";"422";"421";"1317";"-";"-"
"2014-03-02";"18:54:31";"FO";"1917";"743";"770";"0";"0.035";"0.0"
"2014-03-02";"18:54:42";"F";"1918";"537";"643";"84";"0.165";"5.8"
"2014-03-02";"18:54:52";"F";"1919";"518";"586";"125";"0.116";"6.1"
"2014-03-02";"18:55:01";"F";"1920";"499";"544";"191";"0.083";"6.7"
"2014-03-02";"18:55:11";"F";"1921";"448";"477";"285";"0.061";"7.3"
"2014-03-02";"18:55:22";"F";"1922";"453";"468";"403";"0.032";"5.4"
"2014-03-02";"18:55:32";"F";"1923";"413";"416";"558";"0.007";"1.6"
"2014-03-02";"18:55:42";"F";"1924";"406";"409";"908";"0.007";"2.7"
"2014-03-02";"18:55:52";"F";"1925";"385";"385";"1317";"0.000";"0.0"
"2014-03-02";"18:56:15";"FO";"1926";"835";"862";"0";"0.031";"0.0"
"2014-03-02";"18:56:25";"F";"1927";"628";"766";"84";"0.180";"6.4"
"2014-03-02";"18:56:34";"F";"1928";"599";"674";"125";"0.111";"5.8"
"2014-03-02";"18:56:44";"F";"1929";"561";"617";"191";"0.091";"7.3"
"2014-03-02";"18:56:56";"F";"1930";"526";"563";"285";"0.066";"7.9"
"2014-03-02";"18:57:05";"F";"1931";"489";"507";"403";"0.036";"6.1"
"2014-03-02";"18:57:15";"F";"1932";"465";"472";"558";"0.015";"3.5"
"2014-03-02";"18:57:25";"F";"1933";"452";"452";"908";"0.000";"0.0"
"2014-03-02";"18:57:35";"F";"1934";"431";"432";"1317";"0.002";"1.1"
"2014-03-02";"18:57:58";"FO";"1935";"835";"840";"0";"0.006";"0.0"
"2014-03-02";"18:58:08";"F";"1936";"469";"541";"84";"0.133";"4.7"
"2014-03-02";"18:58:18";"F";"1937";"444";"499";"125";"0.110";"5.8"
"2014-03-02";"18:58:28";"F";"1938";"425";"466";"191";"0.088";"7.1"
"2014-03-02";"18:58:38";"F";"1939";"408";"431";"285";"0.053";"6.3"
"2014-03-02";"18:58:48";"F";"1940";"385";"395";"403";"0.025";"4.2"
"2014-03-02";"18:58:58";"F";"1941";"368";"371";"558";"0.008";"1.9"
"2014-03-02";"18:59:08";"F";"1942";"364";"360";"908";"-";"-"
"2014-03-02";"18:59:19";"F";"1943";"351";"353";"1317";"0.006";"3.3"
"2014-03-02";"18:59:43";"FO";"1944";"580";"632";"0";"0.082";"0.0"
"2014-03-02";"18:59:52";"F";"1945";"418";"464";"84";"0.099";"3.5"
"2014-03-02";"19:00:02";"F";"1946";"411";"447";"125";"0.081";"4.3"
"2014-03-02";"19:00:12";"F";"1947";"377";"415";"191";"0.092";"7.4"
"2014-03-02";"19:00:22";"F";"1948";"373";"381";"285";"0.021";"2.5"
"2014-03-02";"19:00:33";"F";"1949";"369";"377";"403";"0.021";"3.6"
"2014-03-02";"19:00:42";"F";"1950";"368";"370";"558";"0.005";"1.2"
"2014-03-02";"19:00:52";"F";"1951";"344";"349";"908";"0.014";"5.3"
"2014-03-02";"19:01:03";"F";"1952";"357";"360";"1317";"0.008";"4.4"
"2014-03-02";"19:01:25";"FO";"1953";"829";"893";"0";"0.072";"0.0"
"2014-03-02";"19:01:34";"F";"1954";"590";"584";"84";"-";"-"
"2014-03-02";"19:01:45";"F";"1955";"559";"555";"125";"-";"-"
"2014-03-02";"19:01:55";"F";"1956";"522";"534";"191";"0.022";"1.8"
"2014-03-02";"19:02:05";"F";"1957";"540";"540";"285";"0.000";"0.0"
"2014-03-02";"19:02:15";"F";"1958";"535";"535";"403";"0.000";"0.0"
"2014-03-02";"19:02:25";"F";"1959";"511";"507";"558";"-";"-"
"2014-03-02";"19:02:35";"F";"1960";"522";"520";"908";"-";"-"
"2014-03-02";"19:02:46";"F";"1961";"509";"507";"1317";"-";"-"
"2014-03-02";"20:41:38";"FO";"1963";"519";"518";"0";"-";"-"
"2014-03-02";"20:41:46";"F";"1964";"396";"462";"84";"0.143";"5.0"
"2014-03-02";"20:41:57";"F";"1965";"371";"427";"125";"0.131";"6.9"
"2014-03-02";"20:42:07";"F";"1966";"348";"382";"191";"0.089";"7.1"
"2014-03-02";"20:42:17";"F";"1967";"321";"342";"285";"0.061";"7.3"
"2014-03-02";"20:42:27";"F";"1968";"314";"330";"403";"0.048";"8.1"
"2014-03-02";"20:42:37";"F";"1969";"315";"317";"558";"0.006";"1.4"
"2014-03-02";"20:42:47";"F";"1970";"294";"292";"908";"-";"-"
"2014-03-02";"20:42:58";"F";"1971";"275";"278";"1317";"0.011";"6.1"
"2014-03-02";"20:43:25";"FO";"1972";"398";"402";"0";"0.010";"0.0"
"2014-03-02";"20:43:35";"F";"1973";"303";"387";"84";"0.217";"7.7"
"2014-03-02";"20:43:46";"F";"1974";"301";"352";"125";"0.145";"7.6"
"2014-03-02";"20:43:56";"F";"1975";"297";"335";"191";"0.113";"9.1"
"2014-03-02";"20:44:07";"F";"1976";"275";"297";"285";"0.074";"8.9"
"2014-03-02";"20:44:17";"F";"1977";"265";"276";"403";"0.040";"6.8"
"2014-03-02";"20:44:27";"F";"1978";"254";"257";"558";"0.012";"2.8"
