"2014-02-03";"13:00:40";"WinControl (rev 714) report file"
"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:Depth";"1:qP";"1:qN";"1:NPQ"
"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2013-10-06";"12:46:47";"F";"745";"910";"980";"45";"15.0";"0.071";"1.3";"~271";"- 4.2";"0.099";"0.035";"0.029"
"2013-10-06";"12:46:57";"F";"746";"913";"957";"61";"15.0";"0.046";"1.2";"~269";"- 4.2";"0.064";"0.064";"0.053"
"2013-10-06";"12:47:07";"F";"747";"906";"923";"90";"15.0";"0.018";"0.7";"~266";"- 4.2";"0.026";"0.106";"0.092"
"2013-10-06";"12:47:17";"F";"748";"868";"872";"121";"15.0";"0.005";"0.3";"~262";"- 4.2";"0.007";"0.170";"0.156"
"2013-10-06";"12:47:27";"F";"749";"810";"806";"176";"15.0";"-";"-";"-";"- 4.2";"-";"-";"-"
"2013-10-06";"12:47:27";"SLCE";"";"Light Curve end ";""
"2013-10-06";"12:48:27";"SLCS";"";"Light Curve start ";""
"2013-10-06";"12:48:27";"REG1";"";"#1: alpha: 0.439, ETRm: 1.947, Ek: 4.436   ( beta: 0.032, ETRmPot: 2.539 ) ";""
"2013-10-06";"12:48:27";"REG2";"";"#1: alpha: 0.910, ETRm: 1.212, Ek: 1.333 ";""
"2013-10-06";"12:48:28";"FO";"750";"290";"1023";"0";"14.0";"0.717";"0.0";"-";"- 4.1";"-";"-";"-"
"2013-10-06";"12:48:38";"F";"751";"537";"1045";"9";"14.0";"0.486";"1.8";"~292";"- 4.1";"0.675";"- 0.027";"- 0.021"
"2013-10-06";"12:48:48";"F";"752";"764";"1010";"19";"15.0";"0.244";"1.9";"~289";"- 4.1";"0.341";"0.016";"0.013"
"2013-10-06";"12:48:57";"F";"753";"870";"1003";"30";"15.0";"0.133";"1.7";"~288";"- 4.1";"0.186";"0.025";"0.020"
"2013-10-06";"12:49:07";"F";"754";"909";"986";"45";"15.0";"0.078";"1.5";"~287";"- 4.1";"0.110";"0.046";"0.038"
"2013-10-06";"12:49:17";"F";"755";"893";"935";"61";"15.0";"0.045";"1.2";"~282";"- 4.1";"0.064";"0.109";"0.094"
"2013-10-06";"12:49:27";"F";"756";"849";"866";"90";"15.0";"0.020";"0.8";"~276";"- 4.1";"0.029";"0.195";"0.181"
"2013-10-06";"12:49:37";"F";"757";"823";"833";"121";"15.0";"0.012";"0.6";"~272";"- 4.1";"0.018";"0.235";"0.228"
"2013-10-06";"12:49:47";"F";"758";"1032";"1035";"176";"15.0";"0.003";"0.2";"~291";"- 4.1";"0.004";"- 0.015";"- 0.012"
"2013-10-06";"12:49:47";"SLCE";"";"Light Curve end ";""
"2013-10-07";"13:39:45";"C";"";"MI=6;SI=8;SW=0.8;AI=3;AW=0:50;AF=1.00;G=4;D=1;EF=0.84;FO=14;CW=0:30;CI=1;LW=0:10;LI=2;ID=0:50;IW=0:10;DO0.0;DG1.00;LO=0;LG=0.80 ";""
"2013-10-07";"13:39:45";"SLCS";"";"Light Curve start ";""
"2013-10-07";"13:39:45";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"13:39:45";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"13:39:46";"FO";"760";"333";"1235";"0";"15.0";"0.730";"0.0";"-";"- 3.8";"-";"-";"-"
"2013-10-07";"13:39:55";"F";"761";"728";"1236";"9";"15.0";"0.411";"1.6";"~333";"- 3.8";"0.563";"- 0.001";"- 0.001"
"2013-10-07";"13:40:05";"F";"762";"960";"1200";"19";"15.0";"0.200";"1.6";"~330";"- 3.8";"0.276";"0.035";"0.029"
"2013-10-07";"13:40:15";"F";"763";"1042";"1161";"30";"15.0";"0.102";"1.3";"~327";"- 3.8";"0.143";"0.075";"0.064"
"2013-10-07";"13:40:25";"F";"764";"1064";"1124";"45";"16.0";"0.053";"1.0";"~324";"- 3.8";"0.075";"0.113";"0.099"
"2013-10-07";"13:40:34";"F";"765";"1051";"1084";"61";"15.0";"0.030";"0.8";"~321";"- 3.8";"0.043";"0.154";"0.139"
"2013-10-07";"13:40:44";"F";"766";"1018";"1026";"90";"15.0";"0.008";"0.3";"~316";"- 3.7";"0.011";"0.213";"0.204"
"2013-10-07";"13:40:54";"F";"767";"958";"958";"121";"15.0";"0.000";"0.0";"~309";"- 3.8";"0.000";"0.280";"0.289"
"2013-10-07";"13:41:04";"F";"768";"890";"887";"176";"15.0";"-";"-";"-";"- 3.8";"-";"-";"-"
"2013-10-07";"13:41:04";"SLCE";"";"Light Curve end ";""
"2013-10-07";"13:42:31";"SLCS";"";"Light Curve start ";""
"2013-10-07";"13:42:31";"REG1";"";"#1: alpha: 0.438, ETRm: 1.634, Ek: 3.731   ( beta: 0.008, ETRmPot: 1.793 ) ";""
"2013-10-07";"13:42:31";"REG2";"";"#1: alpha: 0.981, ETRm: 1.325, Ek: 1.350 ";""
"2013-10-07";"13:42:32";"FO";"769";"271";"617";"0";"15.0";"0.561";"0.0";"-";"- 3.7";"-";"-";"-"
"2013-10-07";"13:42:42";"F";"770";"375";"618";"9";"15.0";"0.393";"1.5";"~271";"- 3.7";"0.700";"- 0.003";"- 0.002"
"2013-10-07";"13:42:51";"F";"771";"471";"604";"19";"15.0";"0.220";"1.8";"~268";"- 3.7";"0.396";"0.029";"0.022"
"2013-10-07";"13:43:01";"F";"772";"510";"583";"30";"15.0";"0.125";"1.6";"~264";"- 3.7";"0.229";"0.078";"0.058"
"2013-10-07";"13:43:11";"F";"773";"528";"570";"45";"15.0";"0.074";"1.4";"~262";"- 3.7";"0.136";"0.110";"0.082"
"2013-10-07";"13:43:21";"F";"774";"532";"558";"61";"15.0";"0.047";"1.2";"~259";"- 3.7";"0.087";"0.136";"0.106"
"2013-10-07";"13:43:31";"F";"775";"532";"549";"90";"15.0";"0.031";"1.2";"~257";"- 3.7";"0.058";"0.156";"0.124"
"2013-10-07";"13:43:41";"F";"776";"529";"538";"121";"15.0";"0.017";"0.9";"~255";"- 3.7";"0.032";"0.182";"0.147"
"2013-10-07";"13:43:51";"F";"777";"521";"528";"176";"15.0";"0.013";"1.0";"~252";"- 3.7";"0.025";"0.202";"0.169"
"2013-10-07";"13:43:51";"SLCE";"";"Light Curve end ";""
"2013-10-07";"13:45:02";"SLCS";"";"Light Curve start ";""
"2013-10-07";"13:45:02";"REG1";"";"#1: Error: Not enough measures for calculating the curve ";""
"2013-10-07";"13:45:02";"REG2";"";"#1: Error: Not enough measures for calculating the curve ";""
"2013-10-07";"13:45:03";"FO";"778";"359";"1273";"0";"15.0";"0.718";"0.0";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:45:03";"SLCE";"";"Light Curve end ";""
"2013-10-07";"13:45:04";"SLCS";"";"Light Curve start ";""
"2013-10-07";"13:45:04";"REG1";"";"#1: alpha: 0.622, ETRm: 1.964, Ek: 3.157   ( beta: 0.015, ETRmPot: 2.206 ) ";""
"2013-10-07";"13:45:04";"REG2";"";"#1: alpha: 1.146, ETRm: 1.425, Ek: 1.243 ";""
"2013-10-07";"13:45:05";"FO";"779";"391";"1223";"0";"15.0";"0.680";"0.0";"-";"- 3.7";"-";"-";"-"
"2013-10-07";"13:45:14";"F";"780";"608";"1222";"9";"15.0";"0.502";"1.9";"~391";"- 3.7";"0.739";"0.001";"0.001"
"2013-10-07";"13:45:24";"F";"781";"887";"1179";"19";"15.0";"0.248";"2.0";"~386";"- 3.7";"0.368";"0.047";"0.037"
"2013-10-07";"13:45:34";"F";"782";"983";"1140";"30";"15.0";"0.138";"1.7";"~382";"- 3.7";"0.207";"0.089";"0.073"
"2013-10-07";"13:45:44";"F";"783";"1027";"1113";"45";"15.0";"0.077";"1.5";"~379";"- 3.7";"0.117";"0.118";"0.099"
"2013-10-07";"13:45:54";"F";"784";"991";"1042";"61";"12.0";"0.049";"1.3";"~370";"- 3.7";"0.076";"0.192";"0.174"
"2013-10-07";"13:46:04";"F";"785";"966";"1006";"90";"15.0";"0.040";"1.5";"~366";"- 3.7";"0.063";"0.231";"0.216"
"2013-10-07";"13:46:14";"F";"786";"959";"985";"121";"15.0";"0.026";"1.3";"~363";"- 3.7";"0.042";"0.252";"0.242"
"2013-10-07";"13:46:23";"F";"787";"943";"946";"176";"15.0";"0.003";"0.2";"~358";"- 3.7";"0.005";"0.293";"0.293"
"2013-10-07";"13:46:23";"SLCE";"";"Light Curve end ";""
"2013-10-07";"13:47:23";"SLCS";"";"Light Curve start ";""
"2013-10-07";"13:47:23";"REG1";"";"#1: alpha: 0.364, ETRm: 1.646, Ek: 4.518   ( beta: 0.015, ETRmPot: 1.949 ) ";""
"2013-10-07";"13:47:23";"REG2";"";"#1: alpha: 1.022, ETRm: 1.200, Ek: 1.174 ";""
"2013-10-07";"13:47:24";"FO";"788";"456";"1493";"0";"15.0";"0.695";"0.0";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:47:34";"F";"789";"881";"1463";"9";"15.0";"0.398";"1.5";"~453";"- 3.7";"0.576";"0.026";"0.021"
"2013-10-07";"13:47:44";"F";"790";"1153";"1436";"19";"15.0";"0.197";"1.6";"~451";"- 3.7";"0.287";"0.050";"0.040"
"2013-10-07";"13:47:53";"F";"791";"1227";"1393";"30";"15.0";"0.119";"1.5";"~446";"- 3.7";"0.175";"0.087";"0.072"
"2013-10-07";"13:48:03";"F";"792";"1242";"1342";"45";"15.0";"0.075";"1.4";"~441";"- 3.7";"0.111";"0.131";"0.113"
"2013-10-07";"13:48:13";"F";"793";"1216";"1281";"61";"15.0";"0.051";"1.3";"~434";"- 3.7";"0.077";"0.183";"0.165"
"2013-10-07";"13:48:23";"F";"794";"1187";"1221";"90";"15.0";"0.028";"1.1";"~427";"- 3.6";"0.043";"0.234";"0.223"
"2013-10-07";"13:48:33";"F";"795";"1136";"1154";"121";"15.0";"0.016";"0.8";"~418";"- 3.7";"0.024";"0.290";"0.294"
"2013-10-07";"13:48:43";"F";"796";"1089";"1095";"176";"15.0";"0.005";"0.4";"~410";"- 3.7";"0.009";"0.339";"0.363"
"2013-10-07";"13:48:43";"SLCE";"";"Light Curve end ";""
"2013-10-07";"13:52:55";"SLCS";"";"Light Curve start ";""
"2013-10-07";"13:52:55";"REG1";"";"#1: alpha: 0.376, ETRm: 2.406, Ek: 6.396   ( beta: 0.040, ETRmPot: 3.422 ) ";""
"2013-10-07";"13:52:55";"REG2";"";"#1: alpha: 0.428, ETRm: 1.764, Ek: 4.125 ";""
"2013-10-07";"13:52:56";"FO";"797";"274";"1195";"0";"15.0";"0.771";"0.0";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:53:06";"F";"798";"658";"1197";"9";"15.0";"0.450";"1.7";"~274";"- 3.6";"0.584";"- 0.002";"- 0.002"
"2013-10-07";"13:53:16";"F";"799";"786";"1203";"19";"15.0";"0.347";"2.8";"~274";"- 3.6";"0.449";"- 0.009";"- 0.007"
"2013-10-07";"13:53:26";"F";"800";"965";"1180";"30";"15.0";"0.182";"2.3";"~273";"- 3.6";"0.237";"0.015";"0.013"
"2013-10-07";"13:53:36";"F";"801";"1041";"1153";"45";"15.0";"0.097";"1.8";"~272";"- 3.6";"0.127";"0.043";"0.036"
"2013-10-07";"13:53:46";"F";"802";"1046";"1107";"61";"15.0";"0.055";"1.4";"~269";"- 3.6";"0.073";"0.090";"0.079"
"2013-10-07";"13:53:56";"F";"803";"1099";"1144";"90";"15.0";"0.039";"1.5";"~271";"- 3.6";"0.052";"0.052";"0.045"
"2013-10-07";"13:54:05";"F";"804";"1076";"1093";"121";"15.0";"0.016";"0.8";"~268";"- 3.6";"0.021";"0.104";"0.093"
"2013-10-07";"13:54:15";"F";"805";"1028";"1027";"176";"15.0";"-";"-";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:54:15";"SLCE";"";"Light Curve end ";""
"2013-10-07";"13:55:15";"SLCS";"";"Light Curve start ";""
"2013-10-07";"13:55:15";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"13:55:15";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"13:55:16";"FO";"806";"284";"978";"0";"15.0";"0.710";"0.0";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:55:25";"F";"807";"636";"965";"9";"15.0";"0.341";"1.3";"~283";"- 3.6";"0.482";"0.017";"0.013"
"2013-10-07";"13:55:35";"F";"808";"788";"927";"19";"15.0";"0.150";"1.2";"~280";"- 3.6";"0.215";"0.068";"0.055"
"2013-10-07";"13:55:45";"F";"809";"806";"879";"30";"15.0";"0.083";"1.0";"~275";"- 3.6";"0.121";"0.130";"0.113"
"2013-10-07";"13:55:55";"F";"810";"809";"857";"45";"15.0";"0.056";"1.1";"~273";"- 3.6";"0.082";"0.159";"0.141"
"2013-10-07";"13:56:05";"F";"811";"833";"854";"61";"15.0";"0.025";"0.6";"~273";"- 3.6";"0.036";"0.163";"0.145"
"2013-10-07";"13:56:15";"F";"812";"837";"843";"90";"15.0";"0.007";"0.3";"~271";"- 3.6";"0.010";"0.176";"0.160"
"2013-10-07";"13:56:25";"F";"813";"794";"793";"121";"15.0";"-";"-";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:56:35";"F";"814";"767";"763";"176";"15.0";"-";"-";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:56:35";"SLCE";"";"Light Curve end ";""
"2013-10-07";"13:57:32";"SLCS";"";"Light Curve start ";""
"2013-10-07";"13:57:32";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"13:57:32";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"13:57:33";"FO";"815";"337";"1294";"0";"15.0";"0.740";"0.0";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:57:43";"F";"816";"832";"1285";"9";"15.0";"0.353";"1.3";"~336";"- 3.5";"0.477";"0.008";"0.007"
"2013-10-07";"13:57:53";"F";"817";"1077";"1266";"19";"15.0";"0.149";"1.2";"~335";"- 3.5";"0.203";"0.027";"0.022"
"2013-10-07";"13:58:02";"F";"818";"1141";"1234";"30";"15.0";"0.075";"0.9";"~333";"- 3.6";"0.103";"0.059";"0.049"
"2013-10-07";"13:58:12";"F";"819";"1159";"1208";"45";"15.0";"0.041";"0.8";"~331";"- 3.6";"0.056";"0.084";"0.071"
"2013-10-07";"13:58:22";"F";"820";"1154";"1176";"61";"15.0";"0.019";"0.5";"~328";"- 3.6";"0.026";"0.114";"0.100"
"2013-10-07";"13:58:32";"F";"821";"1143";"1141";"90";"15.0";"-";"-";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:58:42";"F";"822";"1114";"1112";"121";"15.0";"-";"-";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:58:52";"F";"823";"1076";"1075";"176";"15.0";"-";"-";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:58:52";"SLCE";"";"Light Curve end ";""
"2013-10-07";"13:59:48";"SLCS";"";"Light Curve start ";""
"2013-10-07";"13:59:48";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"13:59:48";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"13:59:49";"FO";"824";"272";"1176";"0";"15.0";"0.769";"0.0";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"13:59:59";"F";"825";"743";"1173";"9";"15.0";"0.367";"1.4";"~272";"- 3.6";"0.477";"0.003";"0.003"
"2013-10-07";"14:00:09";"F";"826";"955";"1149";"19";"13.0";"0.169";"1.3";"~271";"- 3.6";"0.221";"0.029";"0.023"
"2013-10-07";"14:00:19";"F";"827";"1012";"1106";"30";"15.0";"0.085";"1.1";"~268";"- 3.6";"0.112";"0.073";"0.063"
"2013-10-07";"14:00:29";"F";"828";"1015";"1063";"45";"15.0";"0.045";"0.9";"~265";"- 3.6";"0.060";"0.117";"0.106"
"2013-10-07";"14:00:39";"F";"829";"986";"1011";"61";"15.0";"0.025";"0.6";"~262";"- 3.6";"0.033";"0.171";"0.163"
"2013-10-07";"14:00:48";"F";"830";"939";"940";"90";"15.0";"0.001";"0.0";"~257";"- 3.6";"0.001";"0.244";"0.251"
"2013-10-07";"14:00:58";"F";"831";"884";"882";"121";"15.0";"-";"-";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"14:01:08";"F";"832";"816";"812";"176";"15.0";"-";"-";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"14:01:08";"SLCE";"";"Light Curve end ";""
"2013-10-07";"14:03:36";"SLCS";"";"Light Curve start ";""
"2013-10-07";"14:03:36";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"14:03:36";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"14:03:37";"FO";"833";"318";"1156";"0";"15.0";"0.725";"0.0";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"14:03:46";"F";"834";"768";"1148";"9";"15.0";"0.331";"1.3";"~317";"- 3.6";"0.457";"0.008";"0.007"
"2013-10-07";"14:03:56";"F";"835";"965";"1119";"19";"15.0";"0.138";"1.1";"~315";"- 3.6";"0.192";"0.041";"0.033"
"2013-10-07";"14:04:05";"F";"836";"994";"1079";"30";"15.0";"0.079";"1.0";"~312";"- 3.6";"0.111";"0.085";"0.071"
"2013-10-07";"14:04:15";"F";"837";"974";"1026";"45";"15.0";"0.051";"1.0";"~307";"- 3.6";"0.072";"0.142";"0.127"
"2013-10-07";"14:04:25";"F";"838";"936";"971";"61";"15.0";"0.036";"0.9";"~302";"- 3.6";"0.052";"0.202";"0.191"
"2013-10-07";"14:04:35";"F";"839";"903";"920";"90";"15.0";"0.018";"0.7";"~297";"- 3.6";"0.027";"0.257";"0.257"
"2013-10-07";"14:04:45";"F";"840";"1021";"1084";"121";"15.0";"0.058";"2.9";"~312";"- 3.6";"0.082";"0.079";"0.066"
"2013-10-07";"14:04:55";"F";"841";"1066";"1064";"176";"15.0";"-";"-";"-";"- 3.6";"-";"-";"-"
"2013-10-07";"14:04:55";"SLCE";"";"Light Curve end ";""
"2013-10-07";"14:05:48";"SLCS";"";"Light Curve start ";""
"2013-10-07";"14:05:48";"REG1";"";"#1: alpha: 0.325, ETRm: 2.665, Ek: 8.193   ( beta: 0.041, ETRmPot: 3.964 ) ";""
"2013-10-07";"14:05:48";"REG2";"";"#1: alpha: 0.261, ETRm: 1.891, Ek: 7.253 ";""
"2013-10-07";"14:05:49";"FO";"842";"384";"1211";"0";"15.0";"0.683";"0.0";"-";"- 3.4";"-";"-";"-"
"2013-10-07";"14:05:59";"F";"843";"774";"1244";"9";"15.0";"0.378";"1.4";"~387";"- 3.4";"0.548";"- 0.036";"- 0.027"
"2013-10-07";"14:06:09";"F";"844";"624";"1030";"19";"15.0";"0.394";"3.1";"~364";"- 3.4";"0.610";"0.195";"0.176"
"2013-10-07";"14:06:19";"F";"845";"635";"829";"30";"15.0";"0.234";"2.9";"~335";"- 3.4";"0.393";"0.403";"0.461"
"2013-10-07";"14:06:29";"F";"846";"704";"790";"45";"15.0";"0.109";"2.1";"~328";"- 3.4";"0.186";"0.441";"0.533"
"2013-10-07";"14:06:39";"F";"847";"715";"763";"61";"15.0";"0.063";"1.6";"~324";"- 3.5";"0.109";"0.469";"0.587"
"2013-10-07";"14:06:48";"F";"848";"696";"733";"90";"15.0";"0.050";"1.9";"~318";"- 3.4";"0.089";"0.498";"0.652"
"2013-10-07";"14:06:58";"F";"849";"737";"756";"121";"15.0";"0.025";"1.3";"~322";"- 3.5";"0.044";"0.475";"0.602"
"2013-10-07";"14:07:08";"F";"850";"721";"726";"176";"15.0";"0.007";"0.5";"~317";"- 3.5";"0.012";"0.505";"0.668"
"2013-10-07";"14:07:08";"SLCE";"";"Light Curve end ";""
"2013-10-07";"14:08:08";"SLCS";"";"Light Curve start ";""
"2013-10-07";"14:08:08";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"14:08:08";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"14:08:09";"FO";"851";"381";"1781";"0";"15.0";"0.786";"0.0";"-";"- 3.5";"-";"-";"-"
"2013-10-07";"14:08:19";"F";"852";"1114";"1750";"9";"15.0";"0.363";"1.4";"~380";"- 3.5";"0.464";"0.021";"0.018"
"2013-10-07";"14:08:29";"F";"853";"1434";"1725";"19";"15.0";"0.169";"1.3";"~378";"- 3.5";"0.216";"0.038";"0.032"
"2013-10-07";"14:08:39";"F";"854";"1539";"1694";"30";"15.0";"0.091";"1.1";"~377";"- 3.5";"0.118";"0.059";"0.051"
"2013-10-07";"14:08:49";"F";"855";"1569";"1660";"45";"15.0";"0.055";"1.0";"~375";"- 3.5";"0.071";"0.082";"0.073"
"2013-10-07";"14:08:59";"F";"856";"1562";"1617";"61";"15.0";"0.034";"0.9";"~373";"- 3.5";"0.044";"0.111";"0.101"
"2013-10-07";"14:09:09";"F";"857";"1552";"1576";"90";"15.0";"0.015";"0.6";"~371";"- 3.5";"0.020";"0.139";"0.130"
"2013-10-07";"14:09:19";"F";"858";"1520";"1528";"121";"15.0";"0.005";"0.3";"~368";"- 3.5";"0.007";"0.171";"0.166"
"2013-10-07";"14:09:28";"F";"859";"1476";"1473";"176";"15.0";"-";"-";"-";"- 3.5";"-";"-";"-"
"2013-10-07";"14:09:28";"SLCE";"";"Light Curve end ";""
"2013-10-07";"14:09:51";"SLCS";"";"Light Curve start ";""
"2013-10-07";"14:09:51";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"14:09:51";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-10-07";"14:09:52";"FO";"860";"341";"1420";"0";"15.0";"0.760";"0.0";"-";"- 3.5";"-";"-";"-"
"2013-10-07";"14:10:02";"F";"861";"1039";"1406";"9";"15.0";"0.261";"1.0";"~340";"- 3.5";"0.344";"0.012";"0.010"
"2013-10-07";"14:10:12";"F";"862";"1228";"1373";"19";"15.0";"0.106";"0.8";"~338";"- 3.5";"0.140";"0.041";"0.034"
"2013-10-07";"14:10:21";"F";"863";"1263";"1334";"30";"16.0";"0.053";"0.7";"~336";"- 3.5";"0.071";"0.075";"0.064"
"2013-10-07";"14:10:31";"F";"864";"1257";"1296";"45";"15.0";"0.030";"0.6";"~333";"- 3.5";"0.040";"0.108";"0.096"
"2013-10-07";"14:10:41";"F";"865";"1236";"1254";"61";"15.0";"0.014";"0.4";"~330";"- 3.5";"0.019";"0.144";"0.132"
"2013-10-07";"14:10:51";"F";"866";"1204";"1207";"90";"15.0";"0.002";"0.1";"~327";"- 3.5";"0.003";"0.184";"0.176"
"2013-10-07";"14:11:01";"F";"867";"1154";"1150";"121";"15.0";"-";"-";"-";"- 3.5";"-";"-";"-"
"2013-10-07";"14:11:11";"F";"868";"1094";"1090";"176";"15.0";"-";"-";"-";"- 3.5";"-";"-";"-"
"2013-10-07";"14:11:11";"SLCE";"";"Light Curve end ";""
"2013-10-07";"14:38:32";"C";"";"MI=6;SI=8;SW=0.8;AI=3;AW=0:50;AF=1.00;G=4;D=1;EF=0.84;FO=17;CW=0:30;CI=1;LW=0:10;LI=2;ID=0:50;IW=0:10;DO0.0;DG1.00;LO=0;LG=0.80 ";""
"2013-10-07";"14:38:32";"SLCS";"";"Light Curve start ";""
"2013-10-07";"14:38:32";"REG1";"";"#1: alpha: 0.337, ETRm: 2.326, Ek: 6.903   ( beta: 0.029, ETRmPot: 3.134 ) ";""
"2013-10-07";"14:38:32";"REG2";"";"#1: alpha: 1.327, ETRm: 1.650, Ek: 1.243 ";""
"2013-10-07";"14:38:33";"FO";"870";"357";"1308";"0";"15.0";"0.727";"0.0";"-";"- 4.2";"-";"-";"-"
"2013-10-07";"14:38:43";"F";"871";"659";"1317";"9";"15.0";"0.500";"1.9";"~358";"- 4.1";"0.686";"- 0.008";"- 0.007"
"2013-10-07";"14:38:53";"F";"872";"948";"1305";"19";"17.0";"0.274";"2.2";"~357";"- 4.2";"0.377";"0.003";"0.002"
"2013-10-07";"14:39:03";"F";"873";"1062";"1278";"30";"15.0";"0.169";"2.1";"~355";"- 4.1";"0.234";"0.029";"0.023"
"2013-10-07";"14:39:13";"F";"874";"1114";"1256";"45";"15.0";"0.113";"2.1";"~353";"- 4.1";"0.157";"0.050";"0.041"
"2013-10-07";"14:39:23";"F";"875";"1151";"1245";"61";"15.0";"0.076";"1.9";"~352";"- 4.1";"0.105";"0.061";"0.051"
"2013-10-07";"14:39:33";"F";"876";"1162";"1213";"90";"15.0";"0.042";"1.6";"~350";"- 4.1";"0.059";"0.093";"0.078"
"2013-10-07";"14:39:43";"F";"877";"1147";"1172";"121";"15.0";"0.021";"1.1";"~346";"- 4.1";"0.030";"0.131";"0.116"
"2013-10-07";"14:39:52";"F";"878";"1106";"1110";"176";"15.0";"0.004";"0.3";"~340";"- 4.1";"0.005";"0.190";"0.178"
"2013-10-07";"14:39:52";"SLCE";"";"Light Curve end ";""
"2013-10-07";"14:40:44";"SLCS";"";"Light Curve start ";""
"2013-10-07";"14:40:44";"REG1";"";"#1: alpha: 0.448, ETRm: 2.289, Ek: 5.106   ( beta: 0.029, ETRmPot: 2.914 ) ";""
"2013-10-07";"14:40:44";"REG2";"";"#1: alpha: 1.257, ETRm: 1.562, Ek: 1.243 ";""
"2013-10-07";"14:40:45";"FO";"879";"325";"1242";"0";"15.0";"0.738";"0.0";"-";"- 4.2";"-";"-";"-"
"2013-10-07";"14:40:55";"F";"880";"589";"1241";"9";"15.0";"0.525";"2.0";"~325";"- 4.2";"0.712";"0.001";"0.001"
"2013-10-07";"14:41:05";"F";"881";"874";"1227";"19";"15.0";"0.288";"2.3";"~324";"- 4.2";"0.391";"0.015";"0.012"
"2013-10-07";"14:41:15";"F";"882";"997";"1197";"30";"15.0";"0.167";"2.1";"~322";"- 4.2";"0.229";"0.046";"0.038"
"2013-10-07";"14:41:24";"F";"883";"1056";"1176";"45";"15.0";"0.102";"1.9";"~320";"- 4.2";"0.140";"0.067";"0.056"
"2013-10-07";"14:41:34";"F";"884";"1077";"1150";"61";"15.0";"0.063";"1.6";"~318";"- 4.2";"0.088";"0.093";"0.080"
"2013-10-07";"14:41:44";"F";"885";"1072";"1109";"90";"15.0";"0.033";"1.2";"~315";"- 4.2";"0.047";"0.134";"0.120"
"2013-10-07";"14:41:54";"F";"886";"1034";"1054";"121";"15.0";"0.019";"1.0";"~311";"- 4.2";"0.027";"0.190";"0.178"
"2013-10-07";"14:42:04";"F";"887";"980";"985";"176";"15.0";"0.005";"0.4";"~304";"- 4.2";"0.007";"0.257";"0.261"
"2013-10-07";"14:42:04";"SLCE";"";"Light Curve end ";""
"2013-10-07";"14:42:53";"SLCS";"";"Light Curve start ";""
"2013-10-07";"14:42:53";"REG1";"";"#1: alpha: 0.442, ETRm: 1.946, Ek: 4.403   ( beta: 0.029, ETRmPot: 2.495 ) ";""
"2013-10-07";"14:42:53";"REG2";"";"#1: alpha: 1.034, ETRm: 1.371, Ek: 1.326 ";""
"2013-10-07";"14:42:54";"FO";"888";"325";"1489";"0";"15.0";"0.782";"0.0";"-";"- 3.9";"-";"-";"-"
"2013-10-07";"14:43:04";"F";"889";"775";"1491";"9";"15.0";"0.480";"1.8";"~325";"- 3.9";"0.614";"- 0.002";"- 0.001"
"2013-10-07";"14:43:14";"F";"890";"1116";"1456";"19";"15.0";"0.234";"1.9";"~323";"- 3.9";"0.300";"0.027";"0.023"
"2013-10-07";"14:43:24";"F";"891";"1228";"1419";"30";"15.0";"0.135";"1.7";"~322";"- 3.9";"0.174";"0.058";"0.049"
