"2014-02-03";"13:00:40";"WinControl (rev 714) report file"
"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:Depth";"1:qP";"1:qN";"1:NPQ"
"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2013-09-08";"11:49:54";"F";"320";"811";"810";"176";"12.0";"-";"-";"-";"- 3.9";"-";"-";"-"
"2013-09-08";"11:50:50";"SLCS";"";"Light Curve start ";""
"2013-09-08";"11:50:50";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"11:50:50";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"11:50:51";"FO";"321";"208";"929";"0";"12.0";"0.776";"0.0";"-";"- 3.9";"-";"-";"-"
"2013-09-08";"11:51:00";"F";"322";"557";"935";"9";"13.0";"0.404";"1.5";"~208";"- 3.9";"0.520";"- 0.008";"- 0.006"
"2013-09-08";"11:51:10";"F";"323";"758";"922";"19";"12.0";"0.178";"1.4";"~208";"- 3.9";"0.230";"0.010";"0.008"
"2013-09-08";"11:51:20";"F";"324";"817";"902";"30";"12.0";"0.094";"1.2";"~207";"- 3.9";"0.122";"0.036";"0.030"
"2013-09-08";"11:51:30";"F";"325";"834";"880";"45";"13.0";"0.052";"1.0";"~205";"- 3.9";"0.068";"0.064";"0.056"
"2013-09-08";"11:51:40";"F";"326";"834";"859";"61";"12.0";"0.029";"0.7";"~204";"- 3.9";"0.038";"0.092";"0.081"
"2013-09-08";"11:51:50";"F";"327";"830";"839";"90";"13.0";"0.011";"0.4";"~203";"- 3.9";"0.014";"0.118";"0.107"
"2013-09-08";"11:52:00";"F";"328";"811";"811";"121";"12.0";"0.000";"0.0";"~201";"- 3.9";"0.000";"0.154";"0.145"
"2013-09-08";"11:52:09";"F";"329";"788";"786";"176";"12.0";"-";"-";"-";"- 3.9";"-";"-";"-"
"2013-09-08";"11:52:09";"SLCE";"";"Light Curve end ";""
"2013-09-08";"11:56:28";"SLCS";"";"Light Curve start ";""
"2013-09-08";"11:56:28";"REG1";"";"#1: alpha: 0.328, ETRm: 1.965, Ek: 5.998   ( beta: 0.041, ETRmPot: 2.904 ) ";""
"2013-09-08";"11:56:28";"REG2";"";"#1: alpha: 0.910, ETRm: 1.212, Ek: 1.333 ";""
"2013-09-08";"11:56:29";"FO";"330";"260";"923";"0";"12.0";"0.718";"0.0";"-";"- 4.0";"-";"-";"-"
"2013-09-08";"11:56:39";"F";"331";"515";"934";"9";"13.0";"0.449";"1.7";"~261";"- 4.0";"0.623";"- 0.015";"- 0.012"
"2013-09-08";"11:56:49";"F";"332";"702";"914";"19";"13.0";"0.232";"1.9";"~259";"- 3.9";"0.324";"0.012";"0.010"
"2013-09-08";"11:56:59";"F";"333";"783";"902";"30";"12.0";"0.132";"1.7";"~258";"- 3.9";"0.185";"0.029";"0.023"
"2013-09-08";"11:57:09";"F";"334";"832";"908";"45";"13.0";"0.084";"1.6";"~259";"- 3.9";"0.117";"0.021";"0.017"
"2013-09-08";"11:57:18";"F";"335";"862";"910";"61";"13.0";"0.053";"1.4";"~259";"- 3.9";"0.074";"0.018";"0.014"
"2013-09-08";"11:57:28";"F";"336";"889";"910";"90";"12.0";"0.023";"0.9";"~259";"- 3.9";"0.032";"0.018";"0.014"
"2013-09-08";"11:57:38";"F";"337";"928";"937";"121";"13.0";"0.010";"0.5";"~261";"- 3.9";"0.013";"- 0.020";"- 0.015"
"2013-09-08";"11:57:48";"F";"338";"932";"932";"176";"12.0";"0.000";"0.0";"~261";"- 3.9";"0.000";"- 0.012";"- 0.010"
"2013-09-08";"11:57:48";"SLCE";"";"Light Curve end ";""
"2013-09-08";"11:58:45";"SLCS";"";"Light Curve start ";""
"2013-09-08";"11:58:45";"REG1";"";"#1: alpha: - , ETRm: - , Ek: -   ( beta: - 0.187, ETRmPot: 11.298 ) ";""
"2013-09-08";"11:58:45";"REG2";"";"#1: alpha: 0.024, ETRm: 166.033, Ek: 7048.162 ";""
"2013-09-08";"11:58:46";"FO";"339";"277";"894";"0";"12.0";"0.690";"0.0";"-";"- 4.0";"-";"-";"-"
"2013-09-08";"11:58:56";"F";"340";"534";"901";"9";"12.0";"0.407";"1.5";"~278";"- 4.0";"0.589";"- 0.010";"- 0.008"
"2013-09-08";"11:59:06";"F";"341";"710";"885";"19";"12.0";"0.198";"1.6";"~276";"- 4.0";"0.287";"0.013";"0.010"
"2013-09-08";"11:59:16";"F";"342";"769";"864";"30";"13.0";"0.110";"1.4";"~274";"- 4.0";"0.161";"0.044";"0.035"
"2013-09-08";"11:59:26";"F";"343";"779";"838";"45";"12.0";"0.070";"1.3";"~271";"- 4.0";"0.104";"0.081";"0.067"
"2013-09-08";"11:59:36";"F";"344";"880";"919";"61";"13.0";"0.042";"1.1";"~279";"- 4.0";"0.061";"- 0.037";"- 0.027"
"2013-09-08";"11:59:46";"F";"345";"882";"898";"90";"12.0";"0.018";"0.7";"~277";"- 4.0";"0.026";"- 0.006";"- 0.004"
"2013-09-08";"11:59:55";"F";"346";"908";"920";"121";"13.0";"0.013";"0.7";"~279";"- 4.0";"0.019";"- 0.039";"- 0.028"
"2013-09-08";"12:00:05";"F";"347";"455";"496";"176";"13.0";"0.083";"6.1";"~222";"- 4.0";"0.150";"0.556";"0.802"
"2013-09-08";"12:00:05";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:01:16";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:01:16";"REG1";"";"#1: alpha: - , ETRm: - , Ek: -   ( beta: - 546.525, ETRmPot: - 1919.513 ) ";""
"2013-09-08";"12:01:16";"REG2";"";"#1: alpha: 0.200, ETRm: 100.000, Ek: 500.000 ";""
"2013-09-08";"12:01:17";"FO";"348";"266";"707";"0";"13.0";"0.624";"0.0";"-";"- 3.9";"-";"-";"-"
"2013-09-08";"12:01:27";"F";"349";"592";"694";"9";"12.0";"0.147";"0.6";"~264";"- 3.9";"0.237";"0.025";"0.019"
"2013-09-08";"12:01:37";"F";"350";"600";"669";"19";"13.0";"0.103";"0.8";"~260";"- 3.9";"0.169";"0.073";"0.057"
"2013-09-08";"12:01:47";"F";"351";"594";"635";"30";"13.0";"0.065";"0.8";"~255";"- 3.9";"0.108";"0.138";"0.113"
"2013-09-08";"12:01:57";"F";"352";"593";"619";"45";"12.0";"0.042";"0.8";"~252";"- 3.9";"0.071";"0.168";"0.142"
"2013-09-08";"12:02:07";"F";"353";"601";"618";"61";"13.0";"0.028";"0.7";"~252";"- 3.9";"0.046";"0.170";"0.144"
"2013-09-08";"12:02:17";"F";"354";"608";"632";"90";"13.0";"0.038";"1.4";"~255";"- 3.9";"0.064";"0.145";"0.119"
"2013-09-08";"12:02:26";"F";"355";"631";"622";"121";"13.0";"-";"-";"-";"- 3.9";"-";"-";"-"
"2013-09-08";"12:02:36";"F";"356";"599";"614";"176";"12.0";"0.024";"1.8";"~252";"- 3.9";"0.041";"0.179";"0.151"
"2013-09-08";"12:02:36";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:04:56";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:04:56";"REG1";"";"#1: Error: Not enough measures for calculating the curve ";""
"2013-09-08";"12:04:56";"REG2";"";"#1: Error: Not enough measures for calculating the curve ";""
"2013-09-08";"12:04:57";"FO";"357";"112";"392";"0";"12.0";"0.714";"0.0";"-";"- 4.0";"-";"-";"-"
"2013-09-08";"12:04:57";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:05:14";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:05:14";"REG1";"";"#1: alpha: 0.422, ETRm: 1.713, Ek: 4.061   ( beta: 0.021, ETRmPot: 2.088 ) ";""
"2013-09-08";"12:05:14";"REG2";"";"#1: alpha: 1.042, ETRm: 1.257, Ek: 1.206 ";""
"2013-09-08";"12:05:15";"FO";"358";"159";"451";"0";"12.0";"0.647";"0.0";"-";"- 4.0";"-";"-";"-"
"2013-09-08";"12:05:24";"F";"359";"206";"365";"9";"13.0";"0.436";"1.6";"~147";"- 4.0";"0.729";"0.253";"0.236"
"2013-09-08";"12:05:34";"F";"360";"325";"413";"19";"12.0";"0.213";"1.7";"~154";"- 3.9";"0.340";"0.113";"0.092"
"2013-09-08";"12:05:44";"F";"361";"368";"419";"30";"12.0";"0.122";"1.5";"~155";"- 3.9";"0.193";"0.096";"0.076"
"2013-09-08";"12:05:53";"F";"362";"382";"411";"45";"12.0";"0.071";"1.3";"~154";"- 3.9";"0.113";"0.120";"0.097"
"2013-09-08";"12:06:03";"F";"363";"382";"403";"61";"12.0";"0.052";"1.3";"~153";"- 3.9";"0.084";"0.144";"0.119"
"2013-09-08";"12:06:13";"F";"364";"381";"389";"90";"13.0";"0.021";"0.8";"~151";"- 3.9";"0.034";"0.185";"0.159"
"2013-09-08";"12:06:23";"F";"365";"375";"379";"121";"13.0";"0.011";"0.6";"~149";"- 3.9";"0.017";"0.212";"0.190"
"2013-09-08";"12:06:33";"F";"366";"375";"374";"176";"12.0";"-";"-";"-";"- 3.9";"-";"-";"-"
"2013-09-08";"12:06:33";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:11:29";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:11:29";"REG1";"";"#1: alpha: 0.344, ETRm: 1.641, Ek: 4.767   ( beta: 0.038, ETRmPot: 2.348 ) ";""
"2013-09-08";"12:11:29";"REG2";"";"#1: alpha: 0.889, ETRm: 1.183, Ek: 1.331 ";""
"2013-09-08";"12:11:30";"FO";"367";"167";"647";"0";"12.0";"0.742";"0.0";"-";"- 4.4";"-";"-";"-"
"2013-09-08";"12:11:40";"F";"368";"402";"663";"9";"13.0";"0.394";"1.5";"~168";"- 4.4";"0.527";"- 0.031";"- 0.024"
"2013-09-08";"12:11:50";"F";"369";"523";"658";"19";"13.0";"0.205";"1.6";"~168";"- 4.4";"0.276";"- 0.021";"- 0.017"
"2013-09-08";"12:12:00";"F";"370";"570";"642";"30";"13.0";"0.112";"1.4";"~167";"- 4.4";"0.152";"0.010";"0.008"
"2013-09-08";"12:12:10";"F";"371";"587";"628";"45";"13.0";"0.065";"1.2";"~166";"- 4.4";"0.089";"0.037";"0.030"
"2013-09-08";"12:12:20";"F";"372";"590";"611";"61";"12.0";"0.034";"0.9";"~164";"- 4.3";"0.047";"0.069";"0.059"
"2013-09-08";"12:12:29";"F";"373";"587";"594";"90";"12.0";"0.012";"0.5";"~163";"- 4.3";"0.016";"0.102";"0.089"
"2013-09-08";"12:12:39";"F";"374";"571";"569";"121";"13.0";"-";"-";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:12:49";"F";"375";"543";"541";"176";"13.0";"-";"-";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:12:49";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:14:32";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:14:32";"REG1";"";"#1: alpha: 0.152, ETRm: 2.413, Ek: 15.835   ( beta: 0.055, ETRmPot: 5.286 ) ";""
"2013-09-08";"12:14:32";"REG2";"";"#1: alpha: 0.236, ETRm: 1.832, Ek: 7.761 ";""
"2013-09-08";"12:14:33";"FO";"376";"178";"724";"0";"12.0";"0.754";"0.0";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:14:43";"F";"377";"432";"706";"9";"13.0";"0.388";"1.5";"~177";"- 4.3";"0.518";"0.031";"0.025"
"2013-09-08";"12:14:53";"F";"378";"573";"737";"19";"12.0";"0.223";"1.8";"~179";"- 4.3";"0.294";"- 0.022";"- 0.018"
"2013-09-08";"12:15:03";"F";"379";"620";"746";"30";"13.0";"0.169";"2.1";"~179";"- 4.3";"0.222";"- 0.038";"- 0.029"
"2013-09-08";"12:15:13";"F";"380";"659";"744";"45";"12.0";"0.114";"2.2";"~179";"- 4.3";"0.150";"- 0.035";"- 0.027"
"2013-09-08";"12:15:22";"F";"381";"692";"764";"61";"12.0";"0.094";"2.4";"~180";"- 4.3";"0.123";"- 0.070";"- 0.052"
"2013-09-08";"12:15:32";"F";"382";"676";"711";"90";"13.0";"0.049";"1.9";"~177";"- 4.3";"0.066";"0.022";"0.018"
"2013-09-08";"12:15:42";"F";"383";"680";"706";"121";"13.0";"0.037";"1.9";"~177";"- 4.3";"0.049";"0.031";"0.025"
"2013-09-08";"12:15:52";"F";"384";"692";"697";"176";"13.0";"0.007";"0.5";"~176";"- 4.3";"0.010";"0.046";"0.039"
"2013-09-08";"12:15:52";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:17:07";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:17:07";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"12:17:07";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"12:17:08";"FO";"385";"174";"622";"0";"13.0";"0.720";"0.0";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:17:17";"F";"386";"419";"613";"9";"13.0";"0.316";"1.2";"~173";"- 4.3";"0.441";"0.018";"0.015"
"2013-09-08";"12:17:27";"F";"387";"513";"595";"19";"13.0";"0.138";"1.1";"~172";"- 4.3";"0.194";"0.056";"0.045"
"2013-09-08";"12:17:37";"F";"388";"534";"571";"30";"13.0";"0.065";"0.8";"~170";"- 4.3";"0.092";"0.105";"0.089"
"2013-09-08";"12:17:46";"F";"389";"538";"555";"45";"13.0";"0.031";"0.6";"~168";"- 4.3";"0.044";"0.136";"0.121"
"2013-09-08";"12:17:56";"F";"390";"527";"531";"61";"13.0";"0.008";"0.2";"~166";"- 4.3";"0.011";"0.185";"0.171"
"2013-09-08";"12:18:06";"F";"391";"509";"507";"90";"13.0";"-";"-";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:18:16";"F";"392";"485";"483";"121";"13.0";"-";"-";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:18:26";"F";"393";"453";"451";"176";"13.0";"-";"-";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:18:26";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:19:57";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:19:57";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"12:19:57";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"12:19:58";"FO";"394";"205";"955";"0";"13.0";"0.785";"0.0";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:20:08";"F";"395";"632";"940";"9";"12.0";"0.328";"1.2";"~204";"- 4.3";"0.418";"0.019";"0.016"
"2013-09-08";"12:20:18";"F";"396";"808";"926";"19";"13.0";"0.127";"1.0";"~204";"- 4.3";"0.163";"0.037";"0.031"
"2013-09-08";"12:20:28";"F";"397";"850";"901";"30";"13.0";"0.057";"0.7";"~202";"- 4.3";"0.073";"0.068";"0.060"
"2013-09-08";"12:20:38";"F";"398";"854";"874";"45";"13.0";"0.023";"0.4";"~201";"- 4.3";"0.030";"0.103";"0.093"
"2013-09-08";"12:20:47";"F";"399";"842";"847";"61";"13.0";"0.006";"0.2";"~200";"- 4.3";"0.008";"0.137";"0.128"
"2013-09-08";"12:20:57";"F";"400";"823";"821";"90";"13.0";"-";"-";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:21:07";"F";"401";"790";"788";"121";"13.0";"-";"-";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:21:17";"F";"402";"746";"743";"176";"12.0";"-";"-";"-";"- 4.3";"-";"-";"-"
"2013-09-08";"12:21:17";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:52:48";"C";"";"MI=6;SI=8;SW=0.8;AI=3;AW=0:50;AF=1.00;G=3;D=1;EF=0.84;FO=9;CW=0:30;CI=1;LW=0:10;LI=2;ID=0:50;IW=0:10;DO0.0;DG1.00;LO=0;LG=0.80 ";""
"2013-09-08";"12:52:48";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:52:48";"REG1";"";"#1: alpha: 0.343, ETRm: 2.217, Ek: 6.461   ( beta: 0.028, ETRmPot: 2.965 ) ";""
"2013-09-08";"12:52:48";"REG2";"";"#1: alpha: 1.247, ETRm: 1.550, Ek: 1.243 ";""
"2013-09-08";"12:52:49";"FO";"404";"205";"623";"0";"12.0";"0.671";"0.0";"-";"- 4.1";"-";"-";"-"
"2013-09-08";"12:52:58";"F";"405";"294";"570";"9";"13.0";"0.484";"1.8";"~199";"- 4.0";"0.744";"0.112";"0.093"
"2013-09-08";"12:53:08";"F";"406";"400";"550";"19";"13.0";"0.273";"2.2";"~196";"- 3.9";"0.424";"0.153";"0.133"
"2013-09-08";"12:53:18";"F";"407";"444";"530";"30";"12.0";"0.162";"2.0";"~194";"- 4.0";"0.256";"0.196";"0.175"
"2013-09-08";"12:53:28";"F";"408";"464";"517";"45";"13.0";"0.103";"1.9";"~192";"- 4.0";"0.163";"0.222";"0.205"
"2013-09-08";"12:53:38";"F";"409";"472";"507";"61";"13.0";"0.069";"1.8";"~191";"- 4.0";"0.111";"0.244";"0.229"
"2013-09-08";"12:53:48";"F";"410";"476";"495";"90";"12.0";"0.038";"1.4";"~189";"- 4.1";"0.062";"0.268";"0.259"
"2013-09-08";"12:53:58";"F";"411";"468";"477";"121";"13.0";"0.019";"1.0";"~186";"- 4.1";"0.031";"0.304";"0.306"
"2013-09-08";"12:54:07";"F";"412";"450";"452";"176";"13.0";"0.004";"0.3";"~182";"- 4.1";"0.007";"0.354";"0.378"
"2013-09-08";"12:54:07";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:54:58";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:54:58";"REG1";"";"#1: Error: Not enough measures for calculating the curve ";""
"2013-09-08";"12:54:58";"REG2";"";"#1: Error: Not enough measures for calculating the curve ";""
"2013-09-08";"12:54:59";"FO";"413";"220";"794";"0";"13.0";"0.723";"0.0";"-";"- 4.0";"-";"-";"-"
"2013-09-08";"12:54:59";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:55:25";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:55:25";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"12:55:25";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"12:55:26";"FO";"414";"208";"784";"0";"13.0";"0.735";"0.0";"-";"- 4.0";"-";"-";"-"
"2013-09-08";"12:55:36";"F";"415";"419";"823";"9";"12.0";"0.491";"1.9";"~211";"- 4.0";"0.660";"- 0.063";"- 0.047"
"2013-09-08";"12:55:46";"F";"416";"617";"808";"19";"13.0";"0.236";"1.9";"~210";"- 3.9";"0.319";"- 0.038";"- 0.030"
"2013-09-08";"12:55:56";"F";"417";"692";"789";"30";"13.0";"0.123";"1.5";"~208";"- 4.0";"0.167";"- 0.009";"- 0.006"
"2013-09-08";"12:56:06";"F";"418";"711";"763";"45";"13.0";"0.068";"1.3";"~206";"- 4.0";"0.093";"0.033";"0.028"
"2013-09-08";"12:56:16";"F";"419";"694";"719";"61";"13.0";"0.035";"0.9";"~203";"- 4.0";"0.048";"0.104";"0.090"
"2013-09-08";"12:56:25";"F";"420";"669";"681";"90";"13.0";"0.018";"0.7";"~200";"- 3.9";"0.025";"0.165";"0.151"
"2013-09-08";"12:56:35";"F";"421";"615";"618";"121";"13.0";"0.005";"0.3";"~194";"- 4.0";"0.007";"0.264";"0.269"
"2013-09-08";"12:56:45";"F";"422";"576";"594";"176";"13.0";"0.030";"2.2";"~192";"- 4.0";"0.045";"0.302";"0.320"
"2013-09-08";"12:56:45";"SLCE";"";"Light Curve end ";""
"2013-09-08";"12:58:20";"SLCS";"";"Light Curve start ";""
"2013-09-08";"12:58:20";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"12:58:20";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"12:58:21";"FO";"423";"202";"942";"0";"13.0";"0.786";"0.0";"-";"- 4.2";"-";"-";"-"
"2013-09-08";"12:58:30";"F";"424";"586";"943";"9";"12.0";"0.379";"1.4";"~202";"- 4.2";"0.482";"- 0.001";"- 0.001"
"2013-09-08";"12:58:40";"F";"425";"767";"930";"19";"13.0";"0.175";"1.4";"~201";"- 4.2";"0.224";"0.015";"0.013"
"2013-09-08";"12:58:50";"F";"426";"819";"904";"30";"13.0";"0.094";"1.2";"~200";"- 4.2";"0.121";"0.049";"0.042"
"2013-09-08";"12:59:00";"F";"427";"834";"880";"45";"13.0";"0.052";"1.0";"~199";"- 4.2";"0.068";"0.080";"0.070"
"2013-09-08";"12:59:10";"F";"428";"844";"867";"61";"13.0";"0.027";"0.7";"~198";"- 4.2";"0.034";"0.096";"0.087"
"2013-09-08";"12:59:20";"F";"429";"838";"839";"90";"14.0";"0.001";"0.0";"~197";"- 4.1";"0.002";"0.132";"0.123"
"2013-09-08";"12:59:30";"F";"430";"838";"837";"121";"13.0";"-";"-";"-";"- 4.2";"-";"-";"-"
"2013-09-08";"12:59:39";"F";"431";"810";"807";"176";"13.0";"-";"-";"-";"- 4.1";"-";"-";"-"
"2013-09-08";"12:59:39";"SLCE";"";"Light Curve end ";""
"2013-09-08";"13:00:53";"SLCS";"";"Light Curve start ";""
"2013-09-08";"13:00:53";"REG1";"";"#1: alpha: 0.276, ETRm: 1.858, Ek: 6.740   ( beta: 0.004, ETRmPot: 1.992 ) ";""
"2013-09-08";"13:00:53";"REG2";"";"#1: alpha: 0.225, ETRm: 1.715, Ek: 7.607 ";""
"2013-09-08";"13:00:54";"FO";"432";"244";"556";"0";"13.0";"0.561";"0.0";"-";"- 4.1";"-";"-";"-"
"2013-09-08";"13:01:04";"F";"433";"334";"531";"9";"13.0";"0.371";"1.4";"~239";"- 4.1";"0.675";"0.064";"0.047"
"2013-09-08";"13:01:14";"F";"434";"387";"496";"19";"13.0";"0.220";"1.8";"~232";"- 4.1";"0.413";"0.154";"0.121"
"2013-09-08";"13:01:24";"F";"435";"408";"477";"30";"13.0";"0.145";"1.8";"~227";"- 4.1";"0.276";"0.199";"0.166"
"2013-09-08";"13:01:34";"F";"436";"428";"474";"45";"13.0";"0.097";"1.8";"~227";"- 4.1";"0.186";"0.208";"0.173"
"2013-09-08";"13:01:44";"F";"437";"444";"475";"61";"13.0";"0.065";"1.7";"~227";"- 4.0";"0.125";"0.205";"0.171"
"2013-09-08";"13:01:53";"F";"438";"453";"478";"90";"13.0";"0.052";"2.0";"~228";"- 4.0";"0.100";"0.199";"0.163"
"2013-09-08";"13:02:03";"F";"439";"463";"477";"121";"13.0";"0.029";"1.5";"~227";"- 4.0";"0.056";"0.199";"0.166"
"2013-09-08";"13:02:13";"F";"440";"564";"575";"176";"13.0";"0.019";"1.4";"~248";"- 3.9";"0.034";"- 0.048";"- 0.033"
"2013-09-08";"13:02:13";"SLCE";"";"Light Curve end ";""
"2013-09-08";"13:04:36";"SLCS";"";"Light Curve start ";""
"2013-09-08";"13:04:36";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"13:04:36";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"13:04:37";"FO";"441";"197";"769";"0";"13.0";"0.744";"0.0";"-";"- 4.1";"-";"-";"-"
"2013-09-08";"13:04:47";"F";"442";"502";"781";"9";"13.0";"0.357";"1.3";"~198";"- 4.1";"0.479";"- 0.019";"- 0.015"
"2013-09-08";"13:04:57";"F";"443";"670";"794";"19";"13.0";"0.156";"1.2";"~199";"- 4.1";"0.208";"- 0.040";"- 0.031"
"2013-09-08";"13:05:07";"F";"444";"722";"778";"30";"13.0";"0.072";"0.9";"~198";"- 4.1";"0.097";"- 0.014";"- 0.012"
"2013-09-08";"13:05:16";"F";"445";"729";"759";"45";"15.0";"0.040";"0.8";"~196";"- 4.1";"0.053";"0.016";"0.013"
"2013-09-08";"13:05:26";"F";"446";"725";"741";"61";"13.0";"0.022";"0.6";"~195";"- 4.1";"0.029";"0.045";"0.038"
"2013-09-08";"13:05:36";"F";"447";"713";"719";"90";"13.0";"0.008";"0.3";"~194";"- 4.1";"0.011";"0.082";"0.070"
"2013-09-08";"13:05:46";"F";"448";"697";"696";"121";"13.0";"-";"-";"-";"- 4.1";"-";"-";"-"
"2013-09-08";"13:05:56";"F";"449";"674";"672";"176";"13.0";"-";"-";"-";"- 4.1";"-";"-";"-"
"2013-09-08";"13:05:56";"SLCE";"";"Light Curve end ";""
"2013-09-08";"13:06:52";"SLCS";"";"Light Curve start ";""
"2013-09-08";"13:06:53";"FO";"450";"5";"6";"0";"13.0";"-";"-";"-";"- 4.0";"-";"-";"-"
"2013-09-08";"13:06:53";"SLCE";"";"Light Curve end ";""
"2013-09-08";"13:07:07";"SLCS";"";"Light Curve start ";""
"2013-09-08";"13:07:07";"REG1";"";"#1: alpha: 0.629, ETRm: 1.733, Ek: 2.757   ( beta: 0.011, ETRmPot: 1.900 ) ";""
"2013-09-08";"13:07:07";"REG2";"";"#1: alpha: 0.960, ETRm: 1.300, Ek: 1.354 ";""
"2013-09-08";"13:07:08";"FO";"451";"192";"856";"0";"13.0";"0.776";"0.0";"-";"- 4.1";"-";"-";"-"
"2013-09-08";"13:07:18";"F";"452";"469";"848";"9";"13.0";"0.447";"1.7";"~192";"- 4.1";"0.578";"0.012";"0.009"
"2013-09-08";"13:07:28";"F";"453";"647";"837";"19";"13.0";"0.227";"1.8";"~191";"- 4.1";"0.294";"0.027";"0.023"
"2013-09-08";"13:07:38";"F";"454";"728";"829";"30";"13.0";"0.122";"1.5";"~191";"- 4.1";"0.158";"0.039";"0.033"
"2013-09-08";"13:07:47";"F";"455";"756";"821";"45";"13.0";"0.079";"1.5";"~190";"- 4.1";"0.103";"0.050";"0.043"
"2013-09-08";"13:07:57";"F";"456";"772";"806";"61";"13.0";"0.042";"1.1";"~189";"- 4.1";"0.055";"0.071";"0.062"
"2013-09-08";"13:08:07";"F";"457";"781";"802";"90";"13.0";"0.026";"1.0";"~189";"- 4.1";"0.034";"0.077";"0.067"
"2013-09-08";"13:08:17";"F";"458";"788";"811";"121";"13.0";"0.028";"1.4";"~190";"- 4.1";"0.037";"0.065";"0.055"
"2013-09-08";"13:08:27";"F";"459";"809";"813";"176";"13.0";"0.005";"0.4";"~190";"- 4.1";"0.006";"0.062";"0.053"
"2013-09-08";"13:08:27";"SLCE";"";"Light Curve end ";""
"2013-09-08";"13:09:40";"SLCS";"";"Light Curve start ";""
"2013-09-08";"13:09:40";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"13:09:40";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2013-09-08";"13:09:41";"FO";"460";"198";"1064";"0";"12.0";"0.814";"0.0";"-";"- 4.0";"-";"-";"-"
"2013-09-08";"13:09:51";"F";"461";"672";"1062";"9";"13.0";"0.367";"1.4";"~198";"- 4.0";"0.451";"0.002";"0.002"
"2013-09-08";"13:10:01";"F";"462";"906";"1051";"19";"13.0";"0.138";"1.1";"~198";"- 4.0";"0.170";"0.015";"0.012"
"2013-09-08";"13:10:10";"F";"463";"962";"1029";"30";"13.0";"0.065";"0.8";"~197";"- 4.0";"0.081";"0.039";"0.034"
"2013-09-08";"13:10:20";"F";"464";"973";"1003";"45";"13.0";"0.030";"0.6";"~196";"- 4.0";"0.037";"0.068";"0.061"
"2013-09-08";"13:10:30";"F";"465";"968";"978";"61";"12.0";"0.010";"0.3";"~195";"- 4.0";"0.013";"0.096";"0.088"
"2013-09-08";"13:10:40";"F";"466";"955";"954";"90";"13.0";"-";"-";"-";"- 4.0";"-";"-";"-"
