PAR,UMemNo
0,2390
1,2390
1,2390
1,2390
1,2390
1,2390
1,2390
1,2390
1,2390
0,2469
16,2469
46,2469
93,2469
144,2469
211,2469
295,2469
434,2469
583,2469
0,2408
16,2408
46,2408
93,2408
144,2408
211,2408
295,2408
434,2408
583,2408
0,2417
5,2417
5,2417
5,2417
5,2417
5,2417
5,2417
5,2417
5,2417
0,2431
16,2431
46,2431
93,2431
144,2431
211,2431
295,2431
434,2431
583,2431
